epoch,d loss,p loss,g loss,g_p loss
1,1.3573763080088297,0.15110597297032674,0.7143304912567139,1.988502903442383
2,1.3267298970286052,0.09442457336246968,0.7364742492739359,1.2549593150901794
3,1.3028095252990723,0.0779771478408575,0.752255111656189,1.1110938078276316
4,1.1216758842086791,0.0680827402116855,0.882913422349294,1.2235728489303588
5,1.2274937024052939,0.06075434231609106,0.8180614052772522,0.9323757203261057
6,1.1232122494951884,0.05612676537106435,0.9231583937072754,0.7916858605957031
7,1.027059575246175,0.05194707391182581,1.04266210603714,0.6696714759476979
8,0.9713721368662517,0.04897074560066064,1.115782434272766,0.5850275234858195
9,0.9401261777687073,0.04658580319722493,1.1587399050966898,0.5171517117897669
10,0.920636164855957,0.04351222793459892,1.1872231244341533,0.4801225772841771
11,0.9065474848683676,0.041441468977928164,1.210271424516042,0.45296382272402447
12,0.8949056945991516,0.04006628920207421,1.2289922776222229,0.4414828944714864
13,0.8862944679641723,0.03830553064376116,1.2446180036926269,0.4305029200442632
14,0.87966068054835,0.036478560898999375,1.2586402742894491,0.41831968032201133
15,0.8712927682113647,0.03504744092563788,1.26888279519399,0.4124695033009847
16,0.8629773901367187,0.033667257048686346,1.2807414251772562,0.4065991094875336
17,0.8557735247548421,0.032870922543307146,1.291539279607137,0.40375951533317567
18,0.8491452013079326,0.03144472284073631,1.300975153725942,0.4020278744538625
19,0.8445878766949971,0.029808612587402264,1.3076822701263429,0.3974749976078669
20,0.8396204884910583,0.02881738941654563,1.3144439608828227,0.3895251646343867
21,0.8171035253079733,0.028076334755569695,1.652466267445882,0.32140980141957604
22,0.8095772206783295,0.02729311691865325,1.6471489390563965,0.30233652723312376
23,0.8017736620330811,0.025835226895858845,1.6518130887349447,0.2948707499965032
24,0.794741528342565,0.02552270827467243,1.6604853435007731,0.29022559148947397
25,0.788025936606725,0.024378643933981658,1.663346396598816,0.28475072370847065
26,0.7890450879987081,0.02356641989275813,1.6687421025721232,0.28231264718373617
27,0.7856181805229187,0.022526298055897155,1.679690332806905,0.2808299643198649
28,0.7824426045926411,0.02196245809386174,1.6795179708480834,0.27697402757485706
29,0.777796062301,0.021056832428177196,1.6884031207784016,0.27421113751411436
30,0.7743023422590891,0.02041987160851558,1.6962401095581054,0.27277731632232666
31,0.7701698745218912,0.01980530515347918,1.6985519611231485,0.2698384808969498
32,0.7645083112939198,0.019230944945067167,1.712669336789449,0.2697636306945483
33,0.7630948424720764,0.018660025067975122,1.7183251712417602,0.2694124724006653
34,0.7586134624417623,0.018474910432746013,1.7228409354782104,0.2672263544003169
35,0.7531252457618713,0.01772557940716545,1.7338237438964843,0.2675292778197924
36,0.7504382732995352,0.017360388300716876,1.7389916073481242,0.2649590670323372
37,0.7475966160011291,0.016838054696669182,1.7446451569239299,0.2640623868195216
38,0.744295782883962,0.016848491872598726,1.752936060295105,0.26386911560694376
39,0.7434950731150309,0.016162224575330814,1.7549229463704428,0.26214539759953814
40,0.7410304868952433,0.01588100339030226,1.7573234083811442,0.2603864022326469
41,0.736430548102061,0.015471322782486677,1.7670884855397542,0.2601299207719167
42,0.731936471827825,0.015137885509481032,1.777818135948181,0.2605465647800763
43,0.72962052942276,0.014957485162516436,1.786288643506368,0.260772920460701
44,0.725657416826884,0.01446894216120243,1.7963504027938844,0.2600602323873838
45,0.7213738309987386,0.014296341576998432,1.7959806368891398,0.25820999239524206
46,0.7186900312391917,0.013977573152184486,1.802175924466451,0.2589648521367709
47,0.7165565088526408,0.013822639864732821,1.8096860991287231,0.2593323259472847
48,0.7115603686364492,0.013522072251588106,1.817617206586202,0.2576009537291527
49,0.7084039437007904,0.0132564351850003,1.8216364819717408,0.25698181172768275
50,0.7049114741325379,0.013280875158756972,1.8303199314753213,0.25803341784000394
51,0.7031439904499054,0.012877116621956229,1.8369935380363465,0.2580359185902278
52,0.7022142011419932,0.012804150752276183,1.8446966635195414,0.2581822899691264
53,0.693768991133372,0.012547191787262758,1.8561161169815064,0.25654776853640876
54,0.6954432016245524,0.012363178429454565,1.8547194574228922,0.2560942046626409
55,0.6928899844455719,0.012118758371571699,1.8667103212356568,0.2553711220860481
56,0.6870070120207469,0.011970234922418992,1.8762556113688151,0.255922068066597
57,0.6850012842305502,0.011807204020445546,1.8768958953475952,0.2549162120604515
58,0.6760982817554474,0.011697969364523888,1.9013504793294271,0.2560293022004763
59,0.6801712160746256,0.011520073605353634,1.889137149848938,0.25594096468687055
60,0.6735779309399923,0.011356241048077743,1.909869487584432,0.2565936892962456
61,0.6766918324247996,0.011168192828943333,1.8980862618128458,0.25469920128266016
62,0.6737535942554473,0.010972835252483685,1.9009323047129314,0.2541505305345853
63,0.6665969105529785,0.010869138479356964,1.9077595922851562,0.25320483067989347
64,0.6638698037846883,0.010716497649028897,1.9258494496790568,0.2551308864569664
