index,smiles,molar_mass,flash_point/K,Tm/K,Tb/K,Tc/K,Pc/bar,Vc/(cm3/mol),density/(g/cm3),delta_G/(KJ/mol),delta_Hf/(KJ/mol),delta_Hvap/(KJ/mol),delta_Hfus/(KJ/mol),molar_volume/(cm3/mol)(default298K),delta_Hc/(KJ/mol),mass_calorific_value_h/(MJ/kg),ISP,note,42.54648235,0.546467001
0,CCC12CC3(C4CCC4)C1CC23,162.27600000000015,275.157,242.804,445.793,706.913,20.2514,582.52,1.082,137.987,-120.592,55.298,9.809,0.15,6801.998,41.916,337.714,CCC12CC3(C4CCC4)C1CC23 at 298K,,
1,CCC12CC1C(C)C1(C)CCC2C1,178.3190000000002,297.107,254.996,481.367,700.807,19.4243,654.35,0.954,104.567,-205.101,56.24,9.777,0.187,7596.659,42.602,337.85,CCC12CC1C(C)C1(C)CCC2C1 at 298K,,
2,CCC(C)C1C2CC3CC3C1C2C,178.3190000000002,369.974,257.822,502.762,742.378,19.2045,640.09,0.985,96.358,-235.5,58.195,17.4,0.181,7566.26,42.431,337.171,CCC(C)C1C2CC3CC3C1C2C at 298K,,
3,CC(C)C1C2CCC3(CC3C)C1C2,178.3190000000002,330.062,263.444,485.693,715.901,19.4414,643.05,0.985,100.273,-215.185,56.935,14.422,0.181,7586.575,42.545,337.624,CC(C)C1C2CCC3(CC3C)C1C2 at 298K,,
4,CCC1C2C(C)C1(C)C21CC(C)C1,178.3190000000002,301.483,263.92,473.998,700.813,18.6791,669.03,0.929,74.998,-227.247,53.61,10.295,0.192,7574.513,42.477,337.354,CCC1C2C(C)C1(C)C21CC(C)C1 at 298K,,
5,CCC1CCC2CC3C(C)(C)C13C2,178.3190000000002,320.572,262.007,479.245,701.881,19.4243,665.78,0.919,87.89,-217.123,55.284,8.132,0.194,7584.637,42.534,337.58,CCC1CCC2CC3C(C)(C)C13C2 at 298K,,
6,CC(C)CC1CCC(C)CC(C)C1,182.35100000000023,345.337,230.161,505.484,674.313,20.2695,671.19,0.807,59.238,-302.741,56.818,14.13,0.226,7982.679,43.776,338.499,CC(C)CC1CCC(C)CC(C)C1 at 298K,,
7,CC(C)C1CCC(C)(C)C12CCC2,180.3350000000002,317.272,265.675,482.022,671.401,19.805,677.48,0.884,73.674,-246.617,55.09,9.484,0.204,7796.973,43.236,338.34,CC(C)C1CCC(C)(C)C12CCC2 at 298K,,
8,CCCC(C)CC1CC(C)C2CC12,180.3350000000002,344.937,222.544,493.328,705.689,18.2991,673.51,0.867,82.46,-258.733,59.753,16.902,0.208,7784.857,43.169,338.078,CCCC(C)CC1CC(C)C2CC12 at 298K,,
9,CC1CC2(C)CC2CC1(C)C1CC1,178.3190000000002,305.316,263.804,476.988,692.018,19.9996,653.57,0.919,94.502,-212.206,55.208,6.724,0.194,7589.554,42.562,337.691,CC1CC2(C)CC2CC1(C)C1CC1 at 298K,,
10,CCC1C(C)C23C4CC(C4C)C2C13,176.30300000000017,327.179,253.889,475.062,734.687,17.8103,636.33,1.025,99.256,-197.636,56.215,13.572,0.172,7362.294,41.759,336.552,CCC1C(C)C23C4CC(C4C)C2C13 at 298K,,
11,CC1CC2CC3(C)CC23CC1(C)C,178.3190000000002,280.372,272.285,463.221,677.612,19.4756,674.84,0.905,80.097,-214.503,52.566,3.828,0.197,7587.257,42.549,337.64,CC1CC2CC3(C)CC23CC1(C)C at 298K,,
12,CCCC12CCCC1(C)C(CC)C2,180.3350000000002,303.099,243.351,486.694,676.553,18.9227,687.41,0.88,86.981,-232.584,57.765,12.459,0.205,7811.006,43.314,338.645,CCCC12CCCC1(C)C(CC)C2 at 298K,,
13,CC1CC2CC3CCCC2C(C)C13,178.3190000000002,365.96,267.638,517.274,744.513,22.8578,619.85,0.939,108.076,-234.301,56.709,13.02,0.19,7567.459,42.438,337.199,CC1CC2CC3CCCC2C(C)C13 at 298K,,
14,CCCC12CC3CC34CCCC1C42,176.30300000000017,291.612,255.842,472.643,726.113,19.3055,639.88,1.056,146.109,-144.381,59.56,12.467,0.167,7415.549,42.061,337.767,CCCC12CC3CC34CCCC1C42 at 298K,,
15,CC1CC(C)(C)C2(C)CC3C1C32,164.29200000000017,304.009,256.016,456.34,688.513,20.3791,616.18,0.908,67.68,-212.177,49.336,4.565,0.181,6952.243,42.316,337.054,CC1CC(C)(C)C2(C)CC3C1C32 at 298K,,
16,CCC1CC2C3CC1CC(C3)C2C,178.3190000000002,366.408,250.448,506.851,733.714,20.2332,629.76,0.949,101.465,-230.371,58.279,14.428,0.188,7571.389,42.46,337.286,CCC1CC2C3CC1CC(C3)C2C at 298K,,
17,CC1CC2CC3C4CC25CC(C5)C134,174.28700000000015,286.307,270.719,457.48,737.984,19.2886,614.98,1.147,149.361,-121.202,57.315,9.8,0.152,7196.898,41.293,336.807,CC1CC2CC3C4CC25CC(C5)C134 at 298K,,
18,CC(C)(C)C1(C2CC2C2CC2)CC1,178.3190000000002,308.952,268.676,464.142,717.425,18.456,641.93,0.943,115.118,-206.535,57.223,9.247,0.189,7595.225,42.593,337.814,CC(C)(C)C1(C2CC2C2CC2)CC1 at 298K,,
19,CC1CC2CCCC2(C)C2CCC12,178.3190000000002,332.391,267.087,499.946,719.73,21.8268,633.84,0.939,108.906,-215.807,56.475,9.621,0.19,7585.953,42.541,337.608,CC1CC2CCCC2(C)C2CCC12 at 298K,,
20,CC(C)CC1(C)CCC2CCC1C2,180.3350000000002,335.628,239.301,499.398,701.383,21.0553,662.13,0.863,99.489,-246.582,57.562,10.594,0.209,7797.008,43.236,338.34,CC(C)CC1(C)CCC2CCC1C2 at 298K,,
21,CCC1CC12C1CCCCCC12C,178.3190000000002,303.977,265.117,480.382,698.915,20.2877,657.54,0.943,105.467,-197.461,56.434,9.289,0.189,7604.299,42.644,338.016,CCC1CC12C1CCCCCC12C at 298K,,
22,CC(C)CC12CC1C(C)C1(C)CC12,178.3190000000002,283.722,239.748,462.753,694.79,17.9761,667.92,0.943,97.28,-210.897,55.618,9.739,0.189,7590.863,42.569,337.719,CC(C)CC12CC1C(C)C1(C)CC12 at 298K,,
23,CCC1CCC23CCCC2CC3C1,178.3190000000002,333.858,261.316,497.66,718.857,21.4854,637.04,0.954,119.872,-198.113,58.577,12.185,0.187,7603.647,42.641,338.004,CCC1CCC23CCCC2CC3C1 at 298K,,
24,CCC12CC3CC(CC1C)C3(C)C2,178.3190000000002,297.107,254.996,481.367,700.807,19.4243,654.35,0.954,104.567,-205.101,56.24,9.777,0.187,7596.659,42.602,337.85,CCC12CC3CC(CC1C)C3(C)C2 at 298K,,
25,CCC1C2CC(C(C)C(C)C)C1C2,180.3350000000002,360.201,238.201,501.4,723.473,19.4073,663.15,0.88,81.351,-271.315,57.21,12.335,0.205,7772.275,43.099,337.804,CCC1C2CC(C(C)C(C)C)C1C2 at 298K,,
26,CC1CCC2C(C)(C1)C21CCC1,164.29200000000017,278.562,260.232,457.589,682.066,22.3018,599.69,0.944,102.834,-172.853,52.014,6.879,0.174,6991.567,42.556,338.008,CC1CCC2C(C)(C1)C21CCC1 at 298K,,
27,CC(C)C1CC2(C)CC13CCCC23,178.3190000000002,306.365,272.513,475.653,702.4,19.7349,658.57,0.98,101.103,-202.589,55.705,11.022,0.182,7599.171,42.616,337.905,CC(C)C1CC2(C)CC13CCCC23 at 298K,,
28,CCC1CC23CCCC2(C)CCC13,178.3190000000002,303.977,265.117,480.382,698.915,20.2877,657.54,0.943,105.467,-197.461,56.434,9.289,0.189,7604.299,42.644,338.016,CCC1CC23CCCC2(C)CCC13 at 298K,,
29,CCC1C2CCCC3C(C(C)C)C123,178.3190000000002,335.446,251.221,478.579,710.605,17.8553,653.72,0.996,93.663,-214.204,58.007,15.829,0.179,7587.556,42.55,337.644,CCC1C2CCCC3C(C(C)C)C123 at 298K,,
30,CCCC12CC(C)CCC1CC2C,180.3350000000002,316.476,240.319,498.597,689.929,19.7524,660.46,0.88,92.763,-243.213,58.422,14.451,0.205,7800.377,43.255,338.415,CCCC12CC(C)CCC1CC2C at 298K,,
31,CC1CC2C3C(C)C23C2(CC2)C1,162.27600000000015,264.277,254.412,434.568,697.332,20.0352,585,1.047,115.03,-137.821,52.592,8.92,0.155,6784.769,41.81,337.287,CC1CC2C3C(C)C23C2(CC2)C1 at 298K,,
32,CCCCC12CC(C)CC(C)C1C2,180.3350000000002,312.9,234.622,494.58,689.234,18.9063,670.65,0.88,91.641,-241.413,59.337,16.106,0.205,7802.177,43.265,338.454,CCCCC12CC(C)CC(C)C1C2 at 298K,,
33,CCC1CC2(C)CC3CC32CC1C,178.3190000000002,297.794,259.506,472.402,691.994,18.9063,662.52,0.939,90.233,-209.405,55.52,9.792,0.19,7592.355,42.577,337.751,CCC1CC2(C)CC3CC32CC1C at 298K,,
34,CC(C)CC1(C)C2C3CC1(C)CC32,178.3190000000002,298.758,245.091,471.049,704.53,18.456,671.19,0.934,94.938,-218.615,55.004,8.079,0.191,7583.145,42.526,337.548,CC(C)CC1(C)C2C3CC1(C)CC32 at 298K,,
