index,smiles,molar_mass,flash_point/K,Tm/K,Tb/K,Tc/K,Pc/bar,Vc/(cm3/mol),density/(g/cm3),delta_G/(KJ/mol),delta_Hf/(KJ/mol),delta_Hvap/(KJ/mol),delta_Hfus/(KJ/mol),molar_volume/(cm3/mol)(default298K),delta_Hc/(KJ/mol),mass_calorific_value_h/(MJ/kg),ISP,note,42.57006809,0.552288614
0,CCC1CC2(C3CCC3)C3CC132,162.27600000000015,275.844,247.707,435.394,698.398,19.7001,590.69,1.061,123.653,-124.895,54.578,9.824,0.153,6797.695,41.89,337.61,CCC1CC2(C3CCC3)C3CC132 at 298K,,
1,CCC12CCC3CC3CC(C)C1C2,178.3190000000002,326.987,250.914,498.578,720.554,20.545,633.85,0.964,118.972,-205.754,58.383,12.673,0.185,7596.006,42.598,337.834,CCC12CCC3CC3CC(C)C1C2 at 298K,,
2,CC1CC2C3CC4CC(C1C)C4C23,176.30300000000017,356.839,256.652,497.989,751.239,19.8754,606.89,1.031,117.93,-201.089,57.669,13.401,0.171,7358.841,41.74,336.476,CC1CC2C3CC4CC(C1C)C4C23 at 298K,,
3,CC(C)C1CCCC2(CC2C)C1C,180.3350000000002,318.192,253.543,485.313,676.568,18.9884,658.7,0.906,75.187,-251.496,56.556,14.544,0.199,7792.094,43.209,338.235,CC(C)C1CCCC2(CC2C)C1C at 298K,,
4,CCC1CCC(C)C1C1CC(C)C1,180.3350000000002,354.023,253.472,502.17,714.089,18.615,644.65,0.875,76.379,-263.733,58.399,14.55,0.206,7779.857,43.141,337.968,CCC1CCC(C)C1C1CC(C)C1 at 298K,,
5,CCC1CC2CC3(C)C4CC2CC143,176.30300000000017,309.665,269.018,472.802,728.424,19.3563,646.87,1.025,115.319,-173.095,55.899,9.67,0.172,7386.835,41.899,337.116,CCC1CC2CC3(C)C4CC2CC143 at 298K,,
6,CC(C)C1CCC(C)(C)C12CCC2,180.3350000000002,317.272,265.675,482.022,671.401,19.805,677.48,0.884,73.674,-246.617,55.09,9.484,0.204,7796.973,43.236,338.34,CC(C)C1CCC(C)(C)C12CCC2 at 298K,,
7,CCC1(C)C(C)C12CC2C1CCC1,178.3190000000002,299.398,260.443,470.561,709.085,17.8103,652.82,0.943,104.568,-199.204,57.615,9.777,0.189,7602.556,42.635,337.981,CCC1(C)C(C)C12CC2C1CCC1 at 298K,,
8,CCC1CC1CC1CC(C)C2CC12,178.3190000000002,364.206,218.173,491.651,722.226,18.1289,639.48,0.943,96.334,-218.038,59.885,16.113,0.189,7583.722,42.529,337.56,CCC1CC1CC1CC(C)C2CC12 at 298K,,
9,CC1C2C(CC2(C)C)C1(C)C1CC1,178.3190000000002,321.911,260.665,475.835,695.098,19.1543,661.81,0.896,76.925,-231.868,54.058,5.567,0.199,7569.892,42.451,337.251,CC1C2C(CC2(C)C)C1(C)C1CC1 at 298K,,
