index,smiles,molar_mass,flash_point/K,Tm/K,Tb/K,Tc/K,Pc/bar,Vc/(cm3/mol),density/(g/cm3),delta_G/(KJ/mol),delta_Hf/(KJ/mol),delta_Hvap/(KJ/mol),delta_Hfus/(KJ/mol),molar_volume/(cm3/mol)(default298K),delta_Hc/(KJ/mol),mass_calorific_value_h/(MJ/kg),ISP,note,260.579928,14.55084626
0,CC1CC2CC2C1C1(C)C(C)C1C,178.3190000000002,322.83,248.083,479.21,699.641,18.3773,643.03,0.919,78.438,-236.747,55.525,10.627,0.194,7565.013,42.424,337.143,CC1CC2CC2C1C1(C)C(C)C1C at 298K,,
1,CCC1CC2C3CC3CC12C1CC1,176.30300000000017,329.673,255.171,481.419,733.114,19.3055,624.84,1.043,129.725,-167.85,59.039,12.566,0.169,7392.08,41.928,337.233,CCC1CC2C3CC3CC12C1CC1 at 298K,,
2,CC12CC1CC1CC1C1CC12C,162.27600000000015,294.349,263.92,452.808,716.066,21.1908,591.52,1.027,110.344,-153.256,51.363,5.6,0.158,6769.334,41.715,336.904,CC12CC1CC1CC1C1CC12C at 298K,,
3,CC1C2CCCC(C)(C2C)C2CC12,178.3190000000002,331.144,266.499,497.02,720.579,20.9022,639.59,0.929,93.671,-230.7,55.063,10.124,0.192,7571.06,42.458,337.278,CC1C2CCCC(C)(C2C)C2CC12 at 298K,,
4,CC1C2C(CCCC3(C)CC3C)C12,178.3190000000002,323.908,210.512,475.549,707.846,17.1555,660.75,0.924,100.632,-207.515,60.095,15.105,0.193,7594.245,42.588,337.794,CC1C2C(CCCC3(C)CC3C)C12 at 298K,,
5,CC12CCCC3C1C3C2(C)C1CC1,176.30300000000017,312.251,268.324,472.576,721.739,19.8931,637.16,1.007,119.589,-172.947,56.085,6.602,0.175,7386.983,41.899,337.116,CC12CCCC3C1C3C2(C)C1CC1 at 298K,,
6,CCC12CCC3(CC)C(CCC13)C2,178.3190000000002,297.886,243.838,487.634,708.288,19.6653,649.37,0.98,129.867,-183.104,59.062,12.326,0.182,7618.656,42.725,338.337,CCC12CCC3(CC)C(CCC13)C2 at 298K,,
7,CC1CC2(C)C3C(C)C4CC42CC13,176.30300000000017,288.226,265.339,462.171,713.781,18.583,639.64,1.019,106.697,-180.123,54.909,8.765,0.173,7379.807,41.859,336.955,CC1CC2(C)C3C(C)C4CC42CC13 at 298K,,
8,CC1CCCC23CC1C1CC2CC13,176.30300000000017,324.289,267.076,488.451,737.8,21.0939,614.16,1.037,136.336,-168.831,57.967,11.159,0.17,7391.099,41.923,337.213,CC1CCCC23CC1C1CC2CC13 at 298K,,
9,CC12CC(CCC3CCCC31C)C2,178.3190000000002,308.694,275.936,490.486,706.521,22.1764,649.36,0.934,109.736,-203.211,55.245,6.221,0.191,7598.549,42.612,337.889,CC12CC(CCC3CCCC31C)C2 at 298K,,
10,CC1C2CCC3CCC3CC3CC312,176.30300000000017,324.289,267.076,488.451,737.8,21.0939,614.16,1.037,136.336,-168.831,57.967,11.159,0.17,7391.099,41.923,337.213,CC1C2CCC3CCC3CC3CC312 at 298K,,
11,CC1CCCCCC12C(C)CC2C,180.3350000000002,310.42,257.805,496.658,679.053,21.3275,646.99,0.867,86.162,-247.349,56.213,11.403,0.208,7796.241,43.232,338.325,CC1CCCCCC12C(C)CC2C at 298K,,
12,CC(C)C(C)CC1CCCC2CC12,180.3350000000002,348.24,228.047,497.01,714.485,19.8401,655.92,0.88,100.071,-247.388,59.308,12.094,0.205,7796.202,43.232,338.325,CC(C)C(C)CC1CCCC2CC12 at 298K,,
13,CC1C2CCCC3(C)C(C)CC1C23,178.3190000000002,326.208,261.555,492.589,713.571,20.2877,638.82,0.934,93.672,-227.751,55.562,10.124,0.191,7574.009,42.474,337.342,CC1C2CCCC3(C)C(C)CC1C23 at 298K,,
14,CC1CC2(C)CCCC1CCC2C,180.3350000000002,330.392,267.438,508.127,697.622,22.6415,651.02,0.859,83.818,-258.015,55.1,9.743,0.21,7785.575,43.173,338.094,CC1CC2(C)CCCC1CCC2C at 298K,,
15,CC1CC2C3CC4CC2C14C3(C)C,176.30300000000017,303.262,269.823,470.486,722.578,19.0877,642.9,1.013,104.354,-187.84,54.295,7.105,0.174,7372.09,41.815,336.778,CC1CC2C3CC4CC2C14C3(C)C at 298K,,
16,CC1CCC2CC(C)C2(C)C1(C)C,180.3350000000002,312.171,263.213,485.961,669.544,19.8226,679,0.835,51.838,-274.076,52.304,5.689,0.216,7769.514,43.084,337.745,CC1CCC2CC(C)C2(C)C1(C)C at 298K,,
17,CC1CC2(C)C3C4C5CC(C5)C14C32,174.28700000000015,295.16,269.812,457.48,740.38,18.4877,623.22,1.132,131.784,-140.864,55.786,8.643,0.154,7177.236,41.181,336.35,CC1CC2(C)C3C4C5CC(C5)C14C32 at 298K,,
18,CCCCC1CCC2C(C)CC12C,180.3350000000002,328.623,245.148,493.647,690.379,18.9063,682.08,0.863,74.964,-253.434,58.002,14.461,0.209,7790.156,43.198,338.192,CCCCC1CCC2C(C)CC12C at 298K,,
19,CC1CCC(C2C3CC(C3)C2C)C1,178.3190000000002,355.574,269.981,504.765,745.145,20.197,617.56,0.949,108.077,-225.455,58.204,13.02,0.188,7576.305,42.487,337.394,CC1CCC(C2C3CC(C3)C2C)C1 at 298K,,
20,CC1C2(C)CCC3CCC(C3)C12C,178.3190000000002,302.511,270.741,482.835,699.889,20.6008,654.34,0.929,94.501,-215.155,54.331,6.724,0.192,7586.605,42.545,337.624,CC1C2(C)CCC3CCC(C3)C12C at 298K,,
21,CC1CC(CC(C)CC2CC2C)C1,180.3350000000002,335.993,201.236,483.986,690.802,18.1442,661.59,0.863,85.062,-246.233,59.869,15.525,0.209,7797.357,43.238,338.348,CC1CC(CC(C)CC2CC2C)C1 at 298K,,
22,CCC1CC1C12CCC1CCC2C,178.3190000000002,322.739,250.209,485.676,705.342,19.4073,641.25,0.954,104.638,-207.109,58.162,12.688,0.187,7594.651,42.59,337.802,CCC1CC1C12CCC1CCC2C at 298K,,
23,CC1C2C3CC24C(C)CC4CC13C,176.30300000000017,293.162,270.156,467.183,720.781,19.1209,640.41,1.013,106.697,-183.071,54.411,8.765,0.174,7376.859,41.842,336.887,CC1C2C3CC24C(C)CC4CC13C at 298K,,
24,CCC1(C)CC2CCC3(CC3)C21C,178.3190000000002,281.151,262.437,469.964,686.088,19.7175,669.86,0.934,105.397,-192.505,55.388,6.378,0.191,7609.255,42.672,338.127,CCC1(C)CC2CCC3(CC3)C21C at 298K,,
25,CC1CC2(C)CC34CCC2C1C3C4,176.30300000000017,294.409,270.73,470.486,719.933,19.9285,634.66,1.025,121.931,-168.178,55.823,8.262,0.172,7391.752,41.926,337.225,CC1CC2(C)CC34CCC2C1C3C4 at 298K,,
26,CC1C2CC(C)C34CC2(C)CC3C14,176.30300000000017,298.098,274.816,472.094,727.521,19.6826,641.17,1.013,106.696,-186.02,53.913,8.765,0.174,7373.91,41.825,336.818,CC1C2CC(C)C34CC2(C)CC3C14 at 298K,,
27,CC1CCC2C3CC4(C)C3C1C24C,176.30300000000017,303.262,269.823,470.486,722.578,19.0877,642.9,1.013,104.354,-187.84,54.295,7.105,0.174,7372.09,41.815,336.778,CC1CCC2C3CC4(C)C3C1C24C at 298K,,
28,CC1(C)CC2CC3(C)CCCC2C13,178.3190000000002,325.288,273.055,489.395,709.367,21.1908,657.6,0.91,92.159,-222.873,54.095,5.064,0.196,7578.887,42.502,337.453,CC1(C)CC2CC3(C)CCCC2C13 at 298K,,
29,CC(C)C1CCC2(CC2)C2(C)CC12,178.3190000000002,301.429,267.776,470.814,694.639,19.171,657.8,0.985,101.103,-199.64,56.203,11.022,0.181,7602.12,42.632,337.969,CC(C)C1CCC2(CC2)C2(C)CC12 at 298K,,
30,CC1CCC2C3CCC(C)C3C2C1,178.3190000000002,356.088,257.657,509.053,732.043,21.4854,618.32,0.943,108.077,-228.404,57.705,13.02,0.189,7573.356,42.471,337.33,CC1CCC2C3CCC(C)C3C2C1 at 298K,,
31,CC1CC12C13C4CC(C4)C21C3C,160.26000000000013,226.295,258.386,395.317,697.562,18.3617,585.81,1.17,128.055,-90.192,51.94,7.562,0.137,6590.568,41.124,336.848,CC1CC12C13C4CC(C4)C21C3C at 298K,,
32,CC1CC(C)C23CC(C)CC2C3C1,178.3190000000002,311.172,256.801,485.004,704.316,19.7349,635.56,0.939,96.015,-220.034,56.176,11.784,0.19,7581.726,42.518,337.517,CC1CC(C)C23CC(C)CC2C3C1 at 298K,,
33,CC1CC2CCCC1CCC1CC21,178.3190000000002,367.207,268.222,519.968,743.769,23.9171,614.11,0.943,123.31,-219.408,58.12,12.517,0.189,7582.352,42.521,337.529,CC1CC2CCCC1CCC1CC21 at 298K,,
34,CCC12CC3CC4(CCC4C3C1)C2,176.30300000000017,295.188,260.77,477.034,726.68,20.1789,629.69,1.062,147.231,-146.181,58.645,10.812,0.166,7413.749,42.051,337.727,CCC12CC3CC4(CCC4C3C1)C2 at 298K,,
