index,smiles,molar_mass,flash_point/K,Tm/K,Tb/K,Tc/K,Pc/bar,Vc/(cm3/mol),density/(g/cm3),delta_G/(KJ/mol),delta_Hf/(KJ/mol),delta_Hvap/(KJ/mol),delta_Hfus/(KJ/mol),molar_volume/(cm3/mol)(default298K),delta_Hc/(KJ/mol),mass_calorific_value_h/(MJ/kg),ISP,note,261.8744491,14.36553854
0,CC1C2CC3CC4C1C(C)(C3)C24,162.27600000000015,322.982,259.469,468.788,735.082,21.5052,576.77,1.034,109.514,-168.801,52.094,8.999,0.157,6753.789,41.619,336.516,CC1C2CC3CC4C1C(C)(C3)C24 at 298K,,
1,CCCCC1C2CC(C)C12C1CC1,178.3190000000002,315.586,239.382,477.127,704.064,17.8103,661.64,0.943,102.394,-203.509,59.993,15.999,0.189,7598.251,42.61,337.882,CCCCC1C2CC(C)C12C1CC1 at 298K,,
2,CC1CCC2CC2CC2CC12C,164.29200000000017,317.295,255.295,476.491,706.722,22.5986,587.44,0.944,99.662,-193.167,52.629,8.618,0.174,6971.253,42.432,337.516,CC1CCC2CC2CC2CC12C at 298K,,
3,CC1CC1CC1(C)CCCCC1C,180.3350000000002,330.309,224.908,495.845,684.538,20.1249,651.8,0.859,93.022,-238.43,58.301,11.413,0.21,7805.16,43.281,338.516,CC1CC1CC1(C)CCCCC1C at 298K,,
4,CC1CC2CCC3(C)CC3C2C1C,178.3190000000002,326.208,261.555,492.589,713.571,20.2877,638.82,0.934,93.672,-227.751,55.562,10.124,0.191,7574.009,42.474,337.342,CC1CC2CCC3(C)CC3C2C1C at 298K,,
5,CC12CCCC3C4C1(C)C1(CC1)C342,174.28700000000015,232.73,282.71,424.674,706.958,18.5352,651,1.117,135.786,-107.953,53.941,3.505,0.156,7210.147,41.369,337.117,CC12CCCC3C4C1(C)C1(CC1)C342 at 298K,,
6,CCCC1CCC2CCCC12CC,180.3350000000002,332.979,238.918,503.546,698.953,19.9996,666.92,0.888,101.386,-233.236,59.909,15.355,0.203,7810.354,43.31,338.63,CCCC1CCC2CCCC12CC at 298K,,
7,CC1CC2(C)C3C(C)C4CC42CC13,176.30300000000017,288.226,265.339,462.171,713.781,18.583,639.64,1.019,106.697,-180.123,54.909,8.765,0.173,7379.807,41.859,336.955,CC1CC2(C)C3C(C)C4CC42CC13 at 298K,,
8,CC1CCCC23CC1C1CC2CC13,176.30300000000017,324.289,267.076,488.451,737.8,21.0939,614.16,1.037,136.336,-168.831,57.967,11.159,0.17,7391.099,41.923,337.213,CC1CCCC23CC1C1CC2CC13 at 298K,,
9,CCC1C2CC3CC2C12CCC32C,176.30300000000017,304.729,264.162,467.905,721.719,18.8084,646.1,1.031,115.32,-170.146,56.397,9.67,0.171,7389.784,41.915,337.18,CCC1C2CC3CC2C12CCC32C at 298K,,
10,CC1CCCC1CC1C2CC1(C)C2,178.3190000000002,330.189,238.719,484.296,707.291,19.4756,643.55,0.934,103.775,-203.474,58.08,11.306,0.191,7598.286,42.611,337.886,CC1CCCC1CC1C2CC1(C)C2 at 298K,,
11,CC1C2CCC3CCC3CC3CC312,176.30300000000017,324.289,267.076,488.451,737.8,21.0939,614.16,1.037,136.336,-168.831,57.967,11.159,0.17,7391.099,41.923,337.213,CC1C2CCC3CCC3CC3CC312 at 298K,,
12,CC1(C)C2CCCC1C1(C)CCC21,178.3190000000002,317.547,275.062,490.486,709.367,21.1908,657.6,0.924,92.159,-222.873,53.716,5.064,0.193,7578.887,42.502,337.453,CC1(C)C2CCCC1C1(C)CCC21 at 298K,,
13,CC(C)C(C)CC1CCCC2CC12,180.3350000000002,348.24,228.047,497.01,714.485,19.8401,655.92,0.88,100.071,-247.388,59.308,12.094,0.205,7796.202,43.232,338.325,CC(C)C(C)CC1CCCC2CC12 at 298K,,
14,CC1(C)CC23CC4CC2CC1C43,162.27600000000015,302.091,261.75,451.534,716.066,21.1908,591.52,1.014,110.344,-153.256,51.741,5.6,0.16,6769.334,41.715,336.904,CC1(C)CC23CC4CC2CC1C43 at 298K,,
15,CC1C2CCCC3(C)C(C)CC1C23,178.3190000000002,326.208,261.555,492.589,713.571,20.2877,638.82,0.934,93.672,-227.751,55.562,10.124,0.191,7574.009,42.474,337.342,CC1C2CCCC3(C)C(C)CC1C23 at 298K,,
16,CC1CC2CCCC1C1CC(C2)C1,178.3190000000002,367.207,268.222,519.968,743.769,23.9171,614.11,0.943,123.31,-219.408,58.12,12.517,0.189,7582.352,42.521,337.529,CC1CC2CCCC1C1CC(C2)C1 at 298K,,
17,CC1CCC2C3C2(C)C3(C)C1(C)C,178.3190000000002,286.419,277.976,469.401,689.299,19.2045,683.84,0.905,62.52,-237.113,50.161,2.671,0.197,7564.647,42.422,337.135,CC1CCC2C3C2(C)C3(C)C1(C)C at 298K,,
18,CC1(CCCC2CC3CC2C3)CC1,178.3190000000002,341.21,232.081,495.52,727.093,20.2514,651.55,0.929,131.1,-186.576,61.423,14.098,0.192,7615.184,42.705,338.258,CC1(CCCC2CC3CC2C3)CC1 at 298K,,
19,CCC1CCCC2C(C)CC12C,166.3080000000002,320.68,242.741,478.361,676.49,21.3668,615.29,0.866,67.963,-234.394,52.327,10.148,0.192,7171.856,43.124,338.066,CCC1CCCC2C(C)CC12C at 298K,,
20,CC1CC2CC1CC1C3CC(C3)C21,176.30300000000017,363.022,262.372,505.187,756.261,21.3668,601.91,1.037,133.164,-189.145,58.582,12.898,0.17,7370.785,41.807,336.746,CC1CC2CC1CC1C3CC(C3)C21 at 298K,,
21,CC1CC23C1CC21CCC(C)C13C,176.30300000000017,249.493,269.948,442.08,690.129,18.3617,651.9,1.019,109.869,-159.809,54.294,7.026,0.173,7400.121,41.974,337.418,CC1CC23C1CC21CCC(C)C13C at 298K,,
22,CC1CC(CC2(C)CC34CC3C24)C1,176.30300000000017,299.262,235.479,461.234,715.616,18.346,636.2,1.019,131.134,-151.542,58.526,9.933,0.173,7408.388,42.021,337.606,CC1CC(CC2(C)CC34CC3C24)C1 at 298K,,
23,CC1CC2CC(C)C3CC1C(C)C23,178.3190000000002,354.841,257.028,506.235,732.837,20.5822,624.07,0.934,92.842,-243.297,56.293,13.523,0.191,7558.463,42.387,336.996,CC1CC2CC(C)C3CC1C(C)C23 at 298K,,
24,CC1C2CC1(C)CC1CC(C)C12C,178.3190000000002,301.264,270.167,479.695,700.835,19.7524,660.08,0.919,79.267,-230.048,52.919,7.227,0.194,7571.712,42.462,337.294,CC1C2CC1(C)CC1CC(C)C12C at 298K,,
25,CC1CC2CCC34CCC2C1C3C4,176.30300000000017,324.289,267.076,488.451,737.8,21.0939,614.16,1.037,136.336,-168.831,57.967,11.159,0.17,7391.099,41.923,337.213,CC1CC2CCC34CCC2C1C3C4 at 298K,,
26,CC1C2CC(C)C34CC2(C)CC3C14,176.30300000000017,298.098,274.816,472.094,727.521,19.6826,641.17,1.013,106.696,-186.02,53.913,8.765,0.174,7373.91,41.825,336.818,CC1C2CC(C)C34CC2(C)CC3C14 at 298K,,
27,CC1(C)CC2C3CC4(C)C3C1C24C,176.30300000000017,296.159,275.68,458.55,712.381,18.5671,666.66,0.979,87.607,-194.906,51.914,2.549,0.18,7365.024,41.775,336.617,CC1(C)CC2C3CC4(C)C3C1C24C at 298K,,
28,CC1(C)CC2CC3(C)CCCC2C13,178.3190000000002,325.288,273.055,489.395,709.367,21.1908,657.6,0.91,92.159,-222.873,54.095,5.064,0.196,7578.887,42.502,337.453,CC1(C)CC2CC3(C)CCCC2C13 at 298K,,
29,CC(C)CC1CC2(CC2)C2(C)CC12,178.3190000000002,290.592,250.959,461.69,692.834,18.7436,671.12,0.934,98.18,-203.257,55.812,9.25,0.191,7598.503,42.612,337.889,CC(C)CC1CC2(CC2)C2(C)CC12 at 298K,,
30,CC1CCC23C(C1)C21C3CC1(C)C,176.30300000000017,272.27,272.274,449.812,700.116,18.8572,655.16,0.996,107.527,-167.526,54.057,5.366,0.177,7392.404,41.93,337.241,CC1CCC23C(C1)C21C3CC1(C)C at 298K,,
31,CC1C2C3CC3(C)C1C21CC1C,162.27600000000015,273.13,253.395,434.568,700.324,19.1877,593.24,1.034,97.453,-157.482,51.064,7.763,0.157,6765.108,41.689,336.799,CC1C2C3CC3(C)C1C21CC1C at 298K,,
32,CC1CC(C)C23CCCC2C3C1,164.29200000000017,302.259,250.325,468.381,697.102,21.9492,584.18,0.95,102.004,-185.449,53.244,10.278,0.173,6978.971,42.479,337.702,CC1CC(C)C23CCCC2C3C1 at 298K,,
33,CC1(C)CC(CC2CC2)CC2CC21,178.3190000000002,352.967,241.606,490.818,716.399,20.0174,646.82,0.914,101.432,-211.192,57.844,9.646,0.195,7590.568,42.567,337.711,CC1(C)CC(CC2CC2)CC2CC21 at 298K,,
34,CC1C2CC(CC3(C)CCC3)C1C2,178.3190000000002,347.115,242.757,500.575,729.03,21.2492,636.92,0.929,118.108,-205.068,58.181,11.291,0.192,7596.692,42.602,337.85,CC1C2CC(CC3(C)CCC3)C1C2 at 298K,,
35,CC1CCCC2C3CC1CCC23C,178.3190000000002,332.391,267.087,499.946,719.73,21.8268,633.84,0.939,108.906,-215.807,56.475,9.621,0.19,7585.953,42.541,337.608,CC1CCCC2C3CC1CCC23C at 298K,,
36,CCC1(C)CC(C)C23CCC2(C)C13,178.3190000000002,274.968,256.719,461.631,678.65,18.393,674.84,0.929,90.163,-204.449,54.474,6.881,0.192,7597.311,42.605,337.862,CCC1(C)CC(C)C23CCC2(C)C13 at 298K,,
37,CC1CCC1C1(C)CC2(C)C(C)C21,178.3190000000002,299.133,258.141,468.895,684.823,18.647,658.55,0.914,79.268,-224.15,54.294,7.227,0.195,7577.61,42.495,337.425,CC1CCC1C1(C)CC2(C)C(C)C21 at 298K,,
38,CCC1C(C)C(C)CCC2CC21C,180.3350000000002,329.593,249.56,494.341,684.552,19.2381,666.68,0.863,61.974,-268.978,55.259,11.654,0.209,7774.612,43.112,337.855,CCC1C(C)C(C)CCC2CC21C at 298K,,
39,CCC1CC23CCC4CC2C3(C4)C1,176.30300000000017,295.876,265.105,467.905,719.061,19.6306,637.86,1.043,132.897,-150.484,57.925,10.827,0.169,7409.446,42.027,337.631,CCC1CC23CCC4CC2C3(C4)C1 at 298K,,
40,CC12CCC(CC1)C(C)(C1CC1)C2,178.3190000000002,303.758,271.312,485.934,698.938,21.5052,648.59,0.934,109.736,-200.262,55.743,6.221,0.191,7601.498,42.629,337.957,CC12CCC(CC1)C(C)(C1CC1)C2 at 298K,,
41,CC(C)C(C)C1(C)CCC2C(C)C21,180.3350000000002,322.807,242.226,481.056,694.316,18.9063,671.45,0.859,73.558,-265.747,55.368,8.031,0.21,7777.843,43.13,337.925,CC(C)C(C)C1(C)CCC2C(C)C21 at 298K,,
