index,smiles,molar_mass,flash_point/K,Tm/K,Tb/K,Tc/K,Pc/bar,Vc/(cm3/mol),density/(g/cm3),delta_G/(KJ/mol),delta_Hf/(KJ/mol),delta_Hvap/(KJ/mol),delta_Hfus/(KJ/mol),molar_volume/(cm3/mol)(default298K),delta_Hc/(KJ/mol),mass_calorific_value_h/(MJ/kg),ISP,note,256.1596792,14.65755185
0,CC1CCCC2C1C1(C)C(C)C21C,178.3190000000002,296.328,265.35,474.936,693.006,19.1877,659.32,0.924,79.267,-227.099,53.418,7.227,0.193,7574.661,42.478,337.358,CC1CCCC2C1C1(C)C(C)C21C at 298K,,
1,CCC1CC2CCC2CC1(C)C,166.3080000000002,343.458,245.548,485.041,687.233,21.9903,618.56,0.849,65.621,-242.111,52.09,8.488,0.196,7164.139,43.078,337.886,CCC1CC2CCC2CC1(C)C at 298K,,
2,CC1CC1C1CC1C1(C)CC1C,164.29200000000017,308.467,249.577,451.743,700.904,18.631,590.12,0.933,84.429,-196.264,53.589,9.121,0.176,6968.156,42.413,337.44,CC1CC1C1CC1C1(C)CC1C at 298K,,
3,CC1C2CCC(C)(C)CCC12C,166.3080000000002,303.258,257.026,469.405,660.771,22.052,627.61,0.836,57.827,-239.491,49.372,4.184,0.199,7166.759,43.093,337.945,CC1C2CCC(C)(C)CCC12C at 298K,,
4,CCC(C)CC1CC(C)(C(C)C)C1,182.35100000000023,325.447,225.879,480.991,660.399,18.3773,710.31,0.793,48.553,-302.026,55.802,11.669,0.23,7983.394,43.78,338.514,CCC(C)CC1CC(C)(C(C)C)C1 at 298K,,
5,CC1CCC(C2CC2)C12CCCC2,178.3190000000002,318.087,275.002,491.035,724.628,20.8073,624.07,0.959,126.484,-190.248,59,10.778,0.186,7611.512,42.685,338.179,CC1CCC(C2CC2)C12CCCC2 at 298K,,
6,CCC12CC1C1CCC2C1C(C)C,178.3190000000002,339.694,251.921,491.851,725.4,18.8572,646.32,1.007,107.996,-212.85,58.228,15.814,0.177,7588.91,42.558,337.675,CCC12CC1C1CCC2C1C(C)C at 298K,,
7,CC1CC2CC3(C)CCC2(C1)C3C,178.3190000000002,292.411,271.071,479.695,697.852,20.6381,651.84,0.929,96.844,-210.386,54.448,8.384,0.192,7591.374,42.572,337.731,CC1CC2CC3(C)CCC2(C1)C3C at 298K,,
8,CCC1CC(C)C2C3CCC3CC12,178.3190000000002,366.408,250.448,506.851,733.714,20.2332,629.76,0.949,101.465,-230.371,58.279,14.428,0.188,7571.389,42.46,337.286,CCC1CC(C)C2C3CCC3CC12 at 298K,,
9,CCCC1CC2C(C)CC(CC)C12,180.3350000000002,366.217,231.627,504.647,707.339,18.3773,667.81,0.871,68.645,-269.798,58.892,17.613,0.207,7773.792,43.108,337.839,CCCC1CC2C(C)CC(CC)C12 at 298K,,
10,CCCC(C)CC1C2CC3(C2)CC13,178.3190000000002,318.075,240.416,476.125,719.383,18.5035,670.11,0.939,110.719,-202.109,59.516,15.041,0.19,7599.651,42.618,337.913,CCCC(C)CC1C2CC3(C2)CC13 at 298K,,
11,CCC1C2CC3CC(CC3(C)C)C12,178.3190000000002,359.305,257.131,496.6,724.139,19.6653,653.52,0.919,84.718,-237.437,55.899,9.871,0.194,7564.323,42.42,337.127,CCC1C2CC3CC(CC3(C)C)C12 at 298K,,
