index,smiles,molar_mass,flash_point/K,Tm/K,Tb/K,Tc/K,Pc/bar,Vc/(cm3/mol),density/(g/cm3),delta_G/(KJ/mol),delta_Hf/(KJ/mol),delta_Hvap/(KJ/mol),delta_Hfus/(KJ/mol),molar_volume/(cm3/mol)(default298K),delta_Hc/(KJ/mol),mass_calorific_value_h/(MJ/kg),ISP,note,337.5336415,0.545327032
0,CC1C2CC(C2)C2(CC2)CC2CC21,176.30300000000017,329.225,271.836,492.957,743.948,21.7457,614.93,1.031,136.335,-171.78,57.468,11.159,0.171,7388.15,41.906,337.144,CC1C2CC(C2)C2(CC2)CC2CC21 at 298K,,
1,CCCC1CC2C(CC)CC2(C)C1,180.3350000000002,342.52,242.86,495.371,693.16,18.647,683.33,0.867,69.475,-257.202,57.661,14.213,0.208,7786.388,43.177,338.109,CCCC1CC2C(CC)CC2(C)C1 at 298K,,
2,CCCC1(C)CC2C3CC(C3)CC21,178.3190000000002,346.188,248.381,500.818,728.476,20.197,647.3,0.939,115.507,-211.672,59.062,12.668,0.19,7590.088,42.565,337.703,CCCC1(C)CC2C3CC(C3)CC21 at 298K,,
3,CCC1CCC(C2(C)CCC2)CC1,180.3350000000002,344.765,253.908,503.487,690.762,21.565,655.95,0.863,92.442,-242.141,57.962,10.647,0.209,7801.449,43.261,338.438,CCC1CCC(C2(C)CCC2)CC1 at 298K,,
4,CCC1C2C3CCC4(C)CC2C14C3,176.30300000000017,309.665,269.018,472.802,728.424,19.3563,646.87,1.025,115.319,-173.095,55.899,9.67,0.172,7386.835,41.899,337.116,CCC1C2C3CCC4(C)CC2C14C3 at 298K,,
5,CC1CC1CC1CCC(C)C2CC12,178.3190000000002,353.887,227.144,493.994,720.446,19.1877,628.04,0.939,102.945,-216.071,59.311,14.705,0.19,7585.689,42.54,337.604,CC1CC1CC1CCC(C)C2CC12 at 298K,,
6,CC1CC(C2C3CC(C)C2C3)C1,164.29200000000017,340.478,258.433,481.79,733.889,20.8831,571.15,0.955,98.833,-202.814,54.358,12.018,0.172,6961.606,42.373,337.281,CC1CC(C2C3CC(C)C2C3)C1 at 298K,,
7,CC1CCC2CCCC(C2)C1C,166.3080000000002,340.241,246.118,498.081,696.871,24.1519,583.36,0.871,88.979,-233.078,53.896,11.636,0.191,7173.172,43.132,338.098,CC1CCC2CCCC(C2)C1C at 298K,,
8,CCC1C2C3CC4(CCCCC14)C32,176.30300000000017,334.609,260.336,486.055,739.419,19.8754,625.6,1.043,129.724,-170.798,58.541,12.566,0.169,7389.132,41.912,337.168,CCC1C2C3CC4(CCCCC14)C32 at 298K,,
9,CCC1(CCC(C)C)C2CCC1C2,180.3350000000002,318.906,215.855,495.071,701.644,18.9884,672.33,0.893,108.433,-234.728,60.007,15.302,0.202,7808.862,43.302,338.598,CCC1(CCC(C)C)C2CCC1C2 at 298K,,
10,CCC1CC23C4CCC2(CCC13)C4,176.30300000000017,295.876,265.105,467.905,719.061,19.6306,637.86,1.043,132.897,-150.484,57.925,10.827,0.169,7409.446,42.027,337.631,CCC1CC23C4CCC2(CCC13)C4 at 298K,,
11,CC1CC23C4CC4C(C)C(C)C2C13,176.30300000000017,311.923,255.789,472.767,726.49,18.3147,624.12,1.025,105.868,-192.719,56.14,12.165,0.172,7367.211,41.787,336.665,CC1CC23C4CC4C(C)C(C)C2C13 at 298K,,
12,CC(C)C1CC2CC3(CC3)CC21C,178.3190000000002,301.429,267.776,470.814,694.639,19.171,657.8,0.985,101.103,-199.64,56.203,11.022,0.181,7602.12,42.632,337.969,CC(C)C1CC2CC3(CC3)CC21C at 298K,,
13,CCC1C(C)C2CC2C2CCC12,164.29200000000017,351.312,237.137,484.08,721.703,20.9212,583.36,0.955,92.221,-207.731,54.434,13.425,0.172,6956.689,42.343,337.161,CCC1C(C)C2CC2C2CCC12 at 298K,,
14,CCCC1C2CC3(C1C)C1C3C21C,176.30300000000017,294.969,253.506,454.78,715.025,16.8622,661.27,1.019,98.964,-180.291,56.399,11.828,0.173,7379.639,41.858,336.951,CCCC1C2CC3(C1C)C1C3C21C at 298K,,
15,CCC12CCC(C1)C1(CCCC1)C2,178.3190000000002,294.437,261.748,489.064,704.53,21.8268,641.13,0.969,137.378,-173.496,58.681,10.431,0.184,7628.264,42.779,338.551,CCC12CCC(C1)C1(CCCC1)C2 at 298K,,
16,CC1C2CC3CC1CC(C2)C1CC31,176.30300000000017,367.958,267.288,509.397,761.823,22.0314,602.67,1.031,133.163,-192.094,58.084,12.898,0.171,7367.836,41.791,336.681,CC1C2CC3CC1CC(C2)C1CC31 at 298K,,
17,CC1CCCC1C1(C)CC1(C)C,166.3080000000002,306.064,249.375,463.225,650.956,21.3865,626.85,0.827,57.828,-236.543,50.249,4.184,0.201,7169.707,43.111,338.015,CC1CCCC1C1(C)CC1(C)C at 298K,,
18,CCCC1C2CC3CCC31CC2C,178.3190000000002,329.034,255.772,490.624,719.12,19.6826,652.98,0.943,103.515,-211.207,58.081,14.344,0.189,7590.553,42.567,337.711,CCCC1C2CC3CCC31CC2C at 298K,,
19,CCC1CCCC23CC4C(C)(C2)C143,176.30300000000017,265.996,268.809,448.3,699.143,18.583,658.36,1.031,118.492,-149.832,55.782,7.931,0.171,7410.098,42.03,337.643,CCC1CCCC23CC4C(C)(C2)C143 at 298K,,
20,CC1C2(C)CCC3CC14CC4C32,162.27600000000015,279.313,259.245,443.858,706.941,20.6008,588.26,1.04,112.687,-145.538,51.977,7.26,0.156,6777.052,41.763,337.097,CC1C2(C)CCC3CC14CC4C32 at 298K,,
