index,smiles,molar_mass,flash_point/K,Tm/K,Tb/K,Tc/K,Pc/bar,Vc/(cm3/mol),density/(g/cm3),delta_G/(KJ/mol),delta_Hf/(KJ/mol),delta_Hvap/(KJ/mol),delta_Hfus/(KJ/mol),molar_volume/(cm3/mol)(default298K),delta_Hc/(KJ/mol),mass_calorific_value_h/(MJ/kg),ISP,note,0.975472043,0.073759175
0,CC1CCC2CC(C)CCCC2C1,180.3350000000002,355.337,258.656,519.639,710.577,23.2997,629.76,0.871,98.224,-255.718,57.742,12.639,0.207,7787.872,43.186,338.145,CC1CCC2CC(C)CCCC2C1 at 298K,,
1,CCCC12CC1CC1(CC1)C1CC12,176.30300000000017,291.612,255.842,472.643,726.113,19.3055,639.88,1.056,146.109,-144.381,59.56,12.467,0.167,7415.549,42.061,337.767,CCCC12CC1CC1(CC1)C1CC12 at 298K,,
2,CCC12CCCC1(C1CCCC1)C2,178.3190000000002,289.501,256.635,484.485,696.861,21.1713,640.36,0.969,137.379,-170.547,59.18,10.431,0.184,7631.213,42.795,338.614,CCC12CCCC1(C1CCCC1)C2 at 298K,,
3,CCCC1CC2CC3C4CC1C2C34,176.30300000000017,369.766,250.282,499.004,757.246,19.2549,623.54,1.037,125.431,-189.313,60.071,15.961,0.17,7370.617,41.807,336.746,CCCC1CC2CC3C4CC1C2C34 at 298K,,
4,CC1CCC(CC2CC3CC23)C1C,178.3190000000002,353.887,227.144,493.994,720.446,19.1877,628.04,0.939,102.945,-216.071,59.311,14.705,0.19,7585.689,42.54,337.604,CC1CCC(CC2CC3CC23)C1C at 298K,,
5,CC(C)C1CCC2CC(C)(C)CC21,180.3350000000002,356.005,260.924,499.188,697.446,20.0531,665.22,0.884,70.501,-266.931,55.705,11.224,0.204,7776.659,43.123,337.898,CC(C)C1CCC2CC(C)(C)CC21 at 298K,,
6,CC1CC2(C)CCC2C12CCCC2,178.3190000000002,293.658,271.642,482.835,696.89,21.545,646.1,0.939,112.078,-195.493,55.86,7.881,0.19,7606.267,42.655,338.06,CC1CC2(C)CCC2C12CCCC2 at 298K,,
7,CCCC1CCC(C)C2(CC2)C1C,180.3350000000002,317.164,245.307,490.252,680.558,19.2213,668.63,0.871,78.429,-247.517,57.702,14.466,0.207,7796.073,43.231,338.321,CCCC1CCC(C)C2(CC2)C1C at 298K,,
8,CCC1(C)C2CCC1(C(C)C)C2,166.3080000000002,281.083,237.58,458.228,662.048,20.3974,634.45,0.875,74.698,-224.606,51.123,8.092,0.19,7181.644,43.183,338.297,CCC1(C)C2CCC1(C(C)C)C2 at 298K,,
9,CC1CC2C3C4CC25CC4CC35C1,174.28700000000015,291.243,275.361,462.588,744.125,19.8578,615.75,1.139,149.36,-124.151,56.816,9.8,0.153,7193.949,41.276,336.737,CC1CC2C3C4CC25CC4CC35C1 at 298K,,
10,CCC12CCC3(C)C(CC3C1C)C2,178.3190000000002,302.043,260.167,486.004,708.314,19.9996,655.11,0.949,104.567,-208.05,55.741,9.777,0.188,7593.71,42.585,337.782,CCC12CCC3(C)C(CC3C1C)C2 at 298K,,
11,CC1C2CC3C4CCCC(CC24)C13,176.30300000000017,367.958,267.288,509.397,761.823,22.0314,602.67,1.031,133.163,-192.094,58.084,12.898,0.171,7367.836,41.791,336.681,CC1C2CC3C4CCCC(CC24)C13 at 298K,,
12,CC(C)C1CCC2C(C)CCC2C1,180.3350000000002,363.108,254.419,509.333,708.491,20.6381,641.46,0.911,87.249,-259.865,58.085,15.78,0.198,7783.725,43.163,338.055,CC(C)C1CCC2C(C)CCC2C1 at 298K,,
13,CC(C)C(C)CCC1CCC2CC12,180.3350000000002,344.663,221.83,492.967,713.878,18.9884,666.11,0.88,98.949,-245.588,60.223,13.75,0.205,7798.002,43.242,338.364,CC(C)C(C)CCC1CCC2CC12 at 298K,,
14,CCC12CCC(CCC3CC31)C2C,178.3190000000002,331.923,256.231,502.903,727.302,21.1713,634.61,0.959,118.971,-208.703,57.885,12.673,0.186,7593.057,42.581,337.767,CCC12CCC(CCC3CC31)C2C at 298K,,
15,CCC1CC23CCC4CCC12C4C3,176.30300000000017,295.876,265.105,467.905,719.061,19.6306,637.86,1.043,132.897,-150.484,57.925,10.827,0.169,7409.446,42.027,337.631,CCC1CC23CCC4CCC12C4C3 at 298K,,
16,CC1CC2CC1C2CC1CCCC1,178.3190000000002,365.006,240.101,505.586,732.919,21.2297,623.82,0.939,118.179,-207.075,59.726,14.202,0.19,7594.685,42.59,337.802,CC1CC2CC1C2CC1CCCC1 at 298K,,
