index,smiles,molar_mass,flash_point/K,Tm/K,Tb/K,Tc/K,Pc/bar,Vc/(cm3/mol),density/(g/cm3),delta_G/(KJ/mol),delta_Hf/(KJ/mol),delta_Hvap/(KJ/mol),delta_Hfus/(KJ/mol),molar_volume/(cm3/mol)(default298K),delta_Hc/(KJ/mol),mass_calorific_value_h/(MJ/kg),ISP,note,0.956214408,0.071275227
0,CC1C2CC3(CC4C1C24)CC3C,162.27600000000015,303.01,249.266,455.259,720.12,20.2877,572.74,1.047,111.857,-158.135,53.208,10.659,0.155,6764.455,41.685,336.782,CC1C2CC3(CC4C1C24)CC3C at 298K,,
1,CC(C)(C)CCC1(C)CC2C3CC231,178.3190000000002,282.306,244.255,453.735,697.466,17.9005,676.7,0.929,110.799,-201.56,56.478,9.662,0.192,7600.2,42.621,337.925,CC(C)(C)CCC1(C)CC2C3CC231 at 298K,,
2,CC1CCC1CC12C3CC(C)C1C32,176.30300000000017,320.153,232.735,477.839,734.677,18.599,621.45,1.037,130.304,-167.087,58.88,13.332,0.17,7392.843,41.933,337.253,CC1CCC1CC12C3CC(C)C1C32 at 298K,,
3,CC1CCCC23CC24CCCC4C13,176.30300000000017,285.556,271.631,470.486,717.25,20.8262,626.42,1.037,139.508,-148.517,57.351,9.419,0.17,7411.413,42.038,337.675,CC1CCCC23CC24CCCC4C13 at 298K,,
4,CC(C)C1CC23CC(C)(C2C)C13,164.29200000000017,285.086,255.407,440.544,680.68,19.0049,617.14,0.984,76.624,-191.893,50.946,10.523,0.167,6972.527,42.44,337.547,CC(C)C1CC23CC(C)(C2C)C13 at 298K,,
5,CC1CC2C3CCC1C(C)C2C3C,178.3190000000002,364.713,267.052,514.549,745.254,21.8675,625.6,0.929,92.841,-249.195,55.297,13.523,0.192,7552.565,42.354,336.865,CC1CC2C3CCC1C(C)C2C3C at 298K,,
6,CC1CC(C)C2C3CC1C2C3,150.26500000000016,325.896,231.18,461.646,706.923,23.033,525.52,0.957,89.588,-183.123,50.014,11.015,0.157,6343.957,42.218,337.068,CC1CC(C)C2C3CC1C2C3 at 298K,,
7,CC1(C)CC2CCCCC1(C)C2,166.3080000000002,309.441,262.732,477.482,668.961,23.8009,622.63,0.84,73.061,-227.547,50.286,3.681,0.198,7178.703,43.165,338.227,CC1(C)CC2CCCCC1(C)C2 at 298K,,
8,CCC1C2C(C1(C)C)C13CC1C23C,176.30300000000017,291.443,264.84,447.002,705.021,17.1131,674.84,0.99,83.339,-189.156,53.103,5.617,0.178,7370.774,41.807,336.746,CCC1C2C(C1(C)C)C13CC1C23C at 298K,,
9,CC1CCC2(C)C3C(C1)CC32C,164.29200000000017,287.415,259.257,457.589,685.318,21.3079,607.94,0.933,85.257,-192.515,50.486,5.722,0.176,6971.905,42.436,337.531,CC1CCC2(C)C3C(C1)CC32C at 298K,,
10,CC1C2CC3CCC2(C)C1(C)C3,164.29200000000017,292.351,264.278,462.694,693.479,21.9697,608.7,0.928,85.257,-195.464,49.987,5.722,0.177,6968.956,42.418,337.46,CC1C2CC3CCC2(C)C1(C)C3 at 298K,,
11,CC1CC2CC1C1C3C(C)(C)CC213,176.30300000000017,311.004,267.741,469.301,722.578,19.0877,642.9,0.996,104.354,-187.84,54.673,7.105,0.177,7372.09,41.815,336.778,CC1CC2CC1C1C3C(C)(C)CC213 at 298K,,
12,CC12CCC3CC4(CC4)C(C)(C1)C32,176.30300000000017,270.712,279.363,459.788,706.74,20.2332,650.18,1.019,122.761,-155.582,54.593,4.863,0.173,7404.348,41.998,337.514,CC12CCC3CC4(CC4)C(C)(C1)C32 at 298K,,
13,CC1CC2(C)CC3CC3(C)C1C2,164.29200000000017,287.415,259.257,457.589,685.318,21.3079,607.94,0.933,85.257,-192.515,50.486,5.722,0.176,6971.905,42.436,337.531,CC1CC2(C)CC3CC3(C)C1C2 at 298K,,
14,CCC12CC1C(C)CC2C1(C)CC1,178.3190000000002,299.913,247.233,475.486,692.976,18.8736,653.58,0.943,104.568,-202.153,57.116,9.777,0.189,7599.607,42.618,337.913,CCC12CC1C(C)CC2C1(C)CC1 at 298K,,
15,CC1C2CC(C2)CC(C)(C)C1(C)C,180.3350000000002,324.401,274.515,498.985,689.059,20.9977,683.02,0.839,49.494,-284.742,50.813,4.03,0.215,7758.848,43.025,337.514,CC1C2CC(C2)CC(C)(C)C1(C)C at 298K,,
16,CC1(C)C2(C)CCCC3(CC3)C12C,178.3190000000002,256.675,280.828,452.193,660.793,19.7699,690.35,0.901,80.926,-201.906,51.335,0.429,0.198,7599.854,42.619,337.917,CC1(C)C2(C)CCCC3(CC3)C12C at 298K,,
17,CCCC1CC2CC3C1CCC23C,178.3190000000002,344.07,260.56,498.04,727.668,20.2332,656.24,0.934,101.173,-218.924,57.466,12.684,0.191,7582.836,42.524,337.54,CCCC1CC2CC3C1CCC23C at 298K,,
18,CCC1C(C(C)(C)C)C2C1C2(C)C,180.3350000000002,335.494,261.977,475.776,701.216,17.5879,687.8,0.823,48.265,-292.983,54.829,8.463,0.219,7750.607,42.979,337.333,CCC1C(C(C)(C)C)C2C1C2(C)C at 298K,,
19,CC1CCC2CC3CCC2C1(C)C3,178.3190000000002,332.391,267.087,499.946,719.73,21.8268,633.84,0.939,108.906,-215.807,56.475,9.621,0.19,7585.953,42.541,337.608,CC1CCC2CC3CCC2C1(C)C3 at 298K,,
20,CC1C2CC(C3CC3)(C2)CC1(C)C,178.3190000000002,302.511,270.741,482.835,699.889,20.6008,654.34,0.929,94.501,-215.155,54.331,6.724,0.192,7586.605,42.545,337.624,CC1C2CC(C3CC3)(C2)CC1(C)C at 298K,,
21,CCC1C2CC3CC(C)(C3C)C12C,178.3190000000002,311.583,263.573,477.211,702.817,18.647,671.52,0.924,72.656,-232.016,53.493,8.635,0.193,7569.744,42.451,337.251,CCC1C2CC3CC(C)(C3C)C12C at 298K,,
22,CC1CC2CC3CCC(C1)(C3)C2,164.29200000000017,308.442,256.298,476.491,703.834,23.6856,579.2,0.955,117.238,-173.505,54.158,9.775,0.172,6990.915,42.552,337.993,CC1CC2CC3CCC(C1)(C3)C2 at 298K,,
23,CC1C2CC(C2)C2CC3CC1C3C2,176.30300000000017,367.958,267.288,509.397,761.823,22.0314,602.67,1.031,133.163,-192.094,58.084,12.898,0.171,7367.836,41.791,336.681,CC1C2CC(C2)C2CC3CC1C3C2 at 298K,,
24,CC(C)C1CC1C1CC1(C)C(C)C,180.3350000000002,335.342,258.838,472.367,699.332,16.9037,675.49,0.897,62.073,-268.145,56.009,12.582,0.201,7775.445,43.117,337.874,CC(C)C1CC1C1CC1(C)C(C)C at 298K,,
25,CC(CCC(C)(C)C)C12CCC1C2,180.3350000000002,290.127,244.09,464.841,685.663,18.7598,687.97,0.863,96.112,-243.744,56.823,11.722,0.209,7799.846,43.252,338.403,CC(CCC(C)(C)C)C12CCC1C2 at 298K,,
26,CC1CC2CCC3C(C)(C)C34CC124,176.30300000000017,272.27,272.274,449.812,700.116,18.8572,655.16,0.996,107.527,-167.526,54.057,5.366,0.177,7392.404,41.93,337.241,CC1CC2CCC3C(C)(C)C34CC124 at 298K,,
27,CC(C)C1CC2(C)CC2CC12CC2,178.3190000000002,301.429,267.776,470.814,694.639,19.171,657.8,0.985,101.103,-199.64,56.203,11.022,0.181,7602.12,42.632,337.969,CC(C)C1CC2(C)CC2CC12CC2 at 298K,,
28,CCC1C23CC2C2(C)CCC12C3,162.27600000000015,255.836,262.257,424.954,692.706,19.7524,612.72,1.04,109.247,-130.141,51.438,6.928,0.156,6792.449,41.857,337.477,CCC1C23CC2C2(C)CCC12C3 at 298K,,
29,CC12CCCCC13CCCCC23C,178.3190000000002,269.96,280.222,472.675,681.836,21.8879,661.62,0.934,112.908,-182.897,54.629,4.482,0.191,7618.863,42.726,338.341,CC12CCCCC13CCCCC23C at 298K,,
30,CC1CC2C3CCC1CC2CC3,164.29200000000017,352.111,256.527,498.441,732.425,24.8038,567.71,0.95,114.066,-196.768,54.275,11.514,0.173,6967.652,42.41,337.428,CC1CC2C3CCC1CC2CC3 at 298K,,
31,CC1C2C3CC4(CC4C)CC2(C)C13,176.30300000000017,293.162,270.156,467.183,720.781,19.1209,640.41,1.013,106.697,-183.071,54.411,8.765,0.174,7376.859,41.842,336.887,CC1C2C3CC4(CC4C)CC2(C)C13 at 298K,,
32,CC1C2CC2CC2CC(C)(C)C21,164.29200000000017,333.89,251.963,475.335,709.565,21.5849,595.68,0.918,82.085,-212.829,51.479,7.461,0.179,6951.591,42.312,337.038,CC1C2CC2CC2CC(C)(C)C21 at 298K,,
33,CC1CCC2(C)CC(C)C(C)(C)C12,180.3350000000002,312.171,263.213,485.961,669.544,19.8226,679,0.835,51.838,-274.076,52.304,5.689,0.216,7769.514,43.084,337.745,CC1CCC2(C)CC(C)C(C)(C)C12 at 298K,,
34,CC1(C)CCC2C3CCC34CC214,162.27600000000015,263.358,266.474,430.511,692.729,20.9212,603.78,1.014,113.516,-132.942,51.125,3.861,0.16,6789.648,41.84,337.408,CC1(C)CCC2C3CCC34CC214 at 298K,,
35,CC1CC2CC3CC3C23CCC13,162.27600000000015,309.193,255.283,463.809,726.065,21.8268,567.76,1.054,127.091,-146.19,54.121,10.156,0.154,6776.4,41.758,337.077,CC1CC2CC3CC3C23CCC13 at 298K,,
36,CCC1CC2(C)C3C2C32CCC12C,176.30300000000017,279.785,272.623,453.601,709.56,18.3304,667.36,1.013,100.915,-172.443,53.755,6.774,0.174,7387.487,41.902,337.128,CCC1CC2(C)C3C2C32CCC12C at 298K,,
37,CCC1C2C3CC(C)(C)CC12C3C,178.3190000000002,314.389,256.272,471.227,695.075,18.1289,670.76,0.914,72.656,-229.067,54.37,8.635,0.195,7572.693,42.467,337.314,CCC1C2C3CC(C)(C)CC12C3C at 298K,,
38,CC1C2C3CC4CC(C)(C4C)C1C32,176.30300000000017,331.895,265.553,485.384,740.957,19.3563,628.15,1.013,103.524,-203.386,55.026,10.505,0.174,7356.544,41.727,336.423,CC1C2C3CC4CC(C)(C4C)C1C32 at 298K,,
39,CC1CC2C3(CC3C)C23CC13,148.24900000000014,249.181,241.48,403.448,682.546,20.7131,538.59,1.067,105.785,-115.18,48.746,7.918,0.139,6170.07,41.62,337.151,CC1CC2C3(CC3C)C23CC13 at 298K,,
40,CCCC12CC3CCC3CC1(C)C2,178.3190000000002,299.714,255.854,484.886,706.776,19.9462,659.56,0.954,118.68,-191.357,58.068,10.929,0.187,7610.403,42.679,338.155,CCCC12CC3CCC3CC1(C)C2 at 298K,,
41,CC1CC23CCC2CCC3C1C,164.29200000000017,302.259,250.325,468.381,697.102,21.9492,584.18,0.95,102.004,-185.449,53.244,10.278,0.173,6978.971,42.479,337.702,CC1CC23CCC2CCC3C1C at 298K,,
42,CC1CCC2(C)C3CCC1(C)C32,164.29200000000017,287.415,259.257,457.589,685.318,21.3079,607.94,0.933,85.257,-192.515,50.486,5.722,0.176,6971.905,42.436,337.531,CC1CCC2(C)C3CCC1(C)C32 at 298K,,
43,CCC1CC2CC3(C)C(C)C2(C)C13,178.3190000000002,311.583,263.573,477.211,702.817,18.647,671.52,0.924,72.656,-232.016,53.493,8.635,0.193,7569.744,42.451,337.251,CCC1CC2CC3(C)C(C)C2(C)C13 at 298K,,
44,CCC1C2C(C)C2CC2(CC2)C1C,178.3190000000002,321.492,249.547,482.573,706.26,18.631,647,0.943,89.403,-222.002,56.75,13.191,0.189,7579.758,42.507,337.473,CCC1C2C(C)C2CC2(CC2)C1C at 298K,,
45,CCC1C2C3C4CC1(C)C4C32C,162.27600000000015,298.486,251.084,440.979,711.667,18.615,607.94,1.027,88.499,-167.168,51.023,7.511,0.158,6755.422,41.629,336.556,CCC1C2C3C4CC1(C)C4C32C at 298K,,
46,CC1CC2(C)C3CCC4CC1(C3)C42,176.30300000000017,294.409,270.73,470.486,719.933,19.9285,634.66,1.025,121.931,-168.178,55.823,8.262,0.172,7391.752,41.926,337.225,CC1CC2(C)C3CCC4CC1(C3)C42 at 298K,,
47,CC1CCCC2C3CC3C2(C)C1,164.29200000000017,317.295,255.295,476.491,706.722,22.5986,587.44,0.944,99.662,-193.167,52.629,8.618,0.174,6971.253,42.432,337.516,CC1CCCC2C3CC3C2(C)C1 at 298K,,
48,CCC12CCCC3C4CC41C3C2C,176.30300000000017,289.005,254.984,468.942,720.756,18.8084,634.67,1.056,131.997,-158.125,57.731,11.315,0.167,7401.805,41.983,337.454,CCC12CCCC3C4CC41C3C2C at 298K,,
49,CC1CCCCC1(C)C1CCC1,166.3080000000002,319.349,248.62,482.838,673.101,23.7778,598.11,0.857,89.809,-217.533,53.543,8.237,0.194,7188.717,43.225,338.462,CC1CCCCC1(C)C1CCC1 at 298K,,
50,CC(C1CC1)C1CC2CC2(C)C1,164.29200000000017,325.807,247.133,461.967,697.205,19.7874,587.66,1.053,107.581,-164.504,56.451,14.545,0.156,6999.916,42.607,338.211,CC(C1CC1)C1CC2CC2(C)C1 at 298K,,
51,CC1C2CCC3CC4C2(C)CC314,162.27600000000015,284.249,264.267,449.256,714.203,21.2297,589.02,1.034,112.686,-148.487,51.479,7.26,0.157,6774.103,41.744,337.021,CC1C2CCC3CC4C2(C)CC314 at 298K,,
52,CC1(C)C2C3CC3(C)C3(CC3)C21,162.27600000000015,272.211,265.54,430.511,695.798,20.0174,612.02,1.002,95.94,-152.604,49.597,2.704,0.162,6769.986,41.719,336.92,CC1(C)C2C3CC3(C)C3(CC3)C21 at 298K,,
53,CC1CCC2CCC(CC1)C2C,166.3080000000002,345.177,251.612,502.414,704.54,24.9522,584.12,0.866,88.979,-236.027,53.398,11.636,0.192,7170.223,43.114,338.027,CC1CCC2CCC(CC1)C2C at 298K,,
54,CC12CC3CC4C3C1(C)C41CC21,160.26000000000013,256.367,267.643,416.599,716.274,19.3732,592.34,1.145,123.369,-105.627,50.71,4.242,0.14,6575.133,41.028,336.455,CC12CC3CC4C3C1(C)C41CC21 at 298K,,
55,CC1CC2C3CC(C)(C)C(C1C)C23,178.3190000000002,342.802,258.367,491.507,716.309,19.4243,647.06,0.91,76.095,-247.413,54.412,8.967,0.196,7554.347,42.364,336.905,CC1CC2C3CC(C)(C)C(C1C)C23 at 298K,,
56,CC(C)(C)CC12CC3CC1CC3C2,178.3190000000002,308.021,247.779,478.458,718.154,19.7349,646.01,0.954,126.325,-204.012,57.329,10.903,0.187,7597.748,42.608,337.874,CC(C)(C)CC12CC3CC1CC3C2 at 298K,,
57,CC1(C)CC1CC1CC2CCC1C2,178.3190000000002,352.967,241.606,490.818,716.399,20.0174,646.82,0.914,101.432,-211.192,57.844,9.646,0.195,7590.568,42.567,337.711,CC1(C)CC1CC1CC2CCC1C2 at 298K,,
