index,smiles,molar_mass,flash_point/K,Tm/K,Tb/K,Tc/K,Pc/bar,Vc/(cm3/mol),density/(g/cm3),delta_G/(KJ/mol),delta_Hf/(KJ/mol),delta_Hvap/(KJ/mol),delta_Hfus/(KJ/mol),molar_volume/(cm3/mol)(default298K),delta_Hc/(KJ/mol),mass_calorific_value_h/(MJ/kg),ISP,note,337.5451414,0.542259239
0,CC1CC2CC2C2(CC2)C2CC1C2,176.30300000000017,329.225,271.836,492.957,743.948,21.7457,614.93,1.031,136.335,-171.78,57.468,11.159,0.171,7388.15,41.906,337.144,CC1CC2CC2C2(CC2)C2CC1C2 at 298K,,
1,CC1CCCC2CCC3(C)CC1C23,178.3190000000002,332.391,267.087,499.946,719.73,21.8268,633.84,0.939,108.906,-215.807,56.475,9.621,0.19,7585.953,42.541,337.608,CC1CCCC2CCC3(C)CC1C23 at 298K,,
2,CCCC1(C)CC2C3C4C(CC21)C43,176.30300000000017,346.94,247.308,489.365,748.032,18.7274,635.87,1.025,125.36,-184.357,59.025,13.049,0.172,7375.573,41.835,336.858,CCCC1(C)CC2C3C4C(CC21)C43 at 298K,,
3,CCCC1C(CC)CC(C)C2CC21,180.3350000000002,366.217,231.627,504.647,707.339,18.3773,667.81,0.871,68.645,-269.798,58.892,17.613,0.207,7773.792,43.108,337.839,CCCC1C(CC)CC(C)C2CC21 at 298K,,
4,CC1CC1CC1CCC(C)C2CC12,178.3190000000002,353.887,227.144,493.994,720.446,19.1877,628.04,0.939,102.945,-216.071,59.311,14.705,0.19,7585.689,42.54,337.604,CC1CC1CC1CCC(C)C2CC12 at 298K,,
5,CC1CC(C2C3CC(C)C2C3)C1,164.29200000000017,340.478,258.433,481.79,733.889,20.8831,571.15,0.955,98.833,-202.814,54.358,12.018,0.172,6961.606,42.373,337.281,CC1CC(C2C3CC(C)C2C3)C1 at 298K,,
6,CC1CC2C3CCCC(C3)C12C,164.29200000000017,317.295,255.295,476.491,706.722,22.5986,587.44,0.944,99.662,-193.167,52.629,8.618,0.174,6971.253,42.432,337.516,CC1CC2C3CCCC(C3)C12C at 298K,,
7,CCC1C2CCC3(CCCCC13)C2,178.3190000000002,333.858,261.316,497.66,718.857,21.4854,637.04,0.954,119.872,-198.113,58.577,12.185,0.187,7603.647,42.641,338.004,CCC1C2CCC3(CCCCC13)C2 at 298K,,
8,CCC1CC2CCCC3(CC3)C12C,178.3190000000002,303.977,265.117,480.382,698.915,20.2877,657.54,0.943,105.467,-197.461,56.434,9.289,0.189,7604.299,42.644,338.016,CCC1CC2CCCC3(CC3)C12C at 298K,,
9,CCC1CC23C4CCC2(CCC13)C4,176.30300000000017,295.876,265.105,467.905,719.061,19.6306,637.86,1.043,132.897,-150.484,57.925,10.827,0.169,7409.446,42.027,337.631,CCC1CC23C4CCC2(CCC13)C4 at 298K,,
10,CC1CC2(C)C3C(C)CC32C2CC12,176.30300000000017,288.226,265.339,462.171,713.781,18.583,639.64,1.019,106.697,-180.123,54.909,8.765,0.173,7379.807,41.859,336.955,CC1CC2(C)C3C(C)CC32C2CC12 at 298K,,
11,CC1C(C)(C)C2C13CC(C)(C)C23C,178.3190000000002,267.086,272.926,441.896,656.044,17.6912,703.57,0.874,48.115,-233.512,49.272,-0.225,0.204,7568.248,42.442,337.215,CC1C(C)(C)C2C13CC(C)(C)C23C at 298K,,
12,CC(C)C1CC2CC1CC13CC1C23,176.30300000000017,332.06,263.084,476.71,736.005,18.7922,625.87,1.095,125.361,-172.978,58.31,14.3,0.161,7386.952,41.899,337.116,CC(C)C1CC2CC1CC13CC1C23 at 298K,,
13,CCC1C(C)C2CC2C(C)C2CC12,178.3190000000002,360.225,244.221,499.702,728.019,18.8572,634.74,0.943,86.231,-242.316,57.366,14.931,0.189,7559.444,42.393,337.02,CCC1C(C)C2CC2C(C)C2CC12 at 298K,,
14,CCCC1C(C)C2(C)C3CC3(C)C12,178.3190000000002,303.071,253.518,467.927,694.399,17.3841,680.95,0.924,71.534,-227.267,54.907,10.29,0.193,7574.493,42.477,337.354,CCCC1C(C)C2(C)C3CC3(C)C12 at 298K,,
15,CCC12CCC(C1)C1(C)CCCC21,178.3190000000002,303.29,260.782,489.064,707.407,20.8641,649.37,0.959,119.801,-193.157,57.153,9.274,0.186,7608.603,42.668,338.111,CCC12CCC(C1)C1(C)CCCC21 at 298K,,
