index,smiles,molar_mass,flash_point/K,Tm/K,Tb/K,Tc/K,Pc/bar,Vc/(cm3/mol),density/(g/cm3),delta_G/(KJ/mol),delta_Hf/(KJ/mol),delta_Hvap/(KJ/mol),delta_Hfus/(KJ/mol),molar_volume/(cm3/mol)(default298K),delta_Hc/(KJ/mol),mass_calorific_value_h/(MJ/kg),ISP,note,252.0322093,14.8004139
0,CC1CC2(C)CC3CCC3CC12,164.29200000000017,317.295,255.295,476.491,706.722,22.5986,587.44,0.944,99.662,-193.167,52.629,8.618,0.174,6971.253,42.432,337.516,CC1CC2(C)CC3CCC3CC12 at 298K,,
1,CC1CC23C4CCC2C1(C4)C3C,162.27600000000015,274.149,264.613,445.651,712.321,21.2687,586.53,1.04,115.029,-143.718,51.595,8.92,0.156,6778.872,41.774,337.142,CC1CC23C4CCC2C1(C4)C3C at 298K,,
2,CCC12C3CC34C3CC(C)(C)C1C342,174.28700000000015,243.921,265.25,421.371,710.666,16.8347,659.25,1.117,128.275,-117.561,54.699,5.4,0.156,7200.539,41.314,336.892,CCC12C3CC34C3CC(C)(C)C1C342 at 298K,,
3,CCC1CC23CC(CCC2C)C13C,178.3190000000002,297.794,259.506,472.402,691.994,18.9063,662.52,0.939,90.233,-209.405,55.52,9.792,0.19,7592.355,42.577,337.751,CCC1CC23CC(CCC2C)C13C at 298K,,
4,CC12CCC3CC1CC1C3CC12,162.27600000000015,324.229,260.087,472.069,734.299,22.4707,571.02,1.04,124.749,-153.908,53.506,8.496,0.156,6768.682,41.711,336.888,CC12CCC3CC1CC1C3CC12 at 298K,,
5,CCC(C)C1C2CCC3(CC2)CC13,178.3190000000002,332.487,263.279,488.915,721.528,19.7699,646.61,0.991,114.764,-200.293,58.991,15.158,0.18,7601.467,42.628,337.953,CCC(C)C1C2CCC3(CC2)CC13 at 298K,,
6,CCC1CCCC23CCCC(C2)C13,178.3190000000002,333.858,261.316,497.66,718.857,21.4854,637.04,0.954,119.872,-198.113,58.577,12.185,0.187,7603.647,42.641,338.004,CCC1CCCC23CCCC(C2)C13 at 298K,,
7,CCC1(C)CCC1C1CCCC1C,180.3350000000002,337.38,256.527,500.012,708.869,19.4073,652,0.871,91.543,-246.832,58.267,11.135,0.207,7796.758,43.235,338.336,CCC1(C)CCC1C1CCCC1C at 298K,,
8,CCC1CC1C1CCC(C)(C)C1C,180.3350000000002,346.92,260.019,491.717,703.389,18.1135,668.41,0.851,59.632,-270.798,56.019,9.993,0.212,7772.792,43.102,337.816,CCC1CC1C1CCC(C)(C)C1C at 298K,,
9,CCC1CC(C2(C)CC3CC2C3)C1,178.3190000000002,337.775,255.183,493.24,714.547,19.9462,644.52,0.943,102.295,-214.826,57.547,11.028,0.189,7586.934,42.547,337.632,CCC1CC(C2(C)CC3CC2C3)C1 at 298K,,
10,CC1CCC2C(C)C2CC1C1CC1,178.3190000000002,350.638,265.157,500.474,739.038,19.6133,616.79,0.949,108.078,-222.506,58.702,13.02,0.188,7579.254,42.504,337.461,CC1CCC2C(C)C2CC1C1CC1 at 298K,,
11,CCC1C2C3(C)CC4CC3C12C4C,176.30300000000017,298.546,258.514,459.5,715.628,17.5733,651.08,1.025,100.086,-182.09,55.484,10.173,0.172,7377.84,41.848,336.911,CCC1C2C3(C)CC4CC3C12C4C at 298K,,
12,CC1C2CCC3CC(C)(C1C)C32,164.29200000000017,311.112,249.279,468.381,700.098,20.9785,592.42,0.939,84.428,-205.111,51.716,9.121,0.175,6959.309,42.359,337.225,CC1C2CCC3CC(C)(C1C)C32 at 298K,,
13,CC1CCC(C2C3CC32)C12CC2C,176.30300000000017,312.656,268.848,471.081,739.221,17.9913,617.61,1.037,121.103,-174.877,58.05,11.662,0.17,7385.053,41.888,337.072,CC1CCC(C2C3CC32)C12CC2C at 298K,,
14,CC12C3CCC1C1CCC3CC12,162.27600000000015,324.229,260.087,472.069,734.299,22.4707,571.02,1.04,124.749,-153.908,53.506,8.496,0.156,6768.682,41.711,336.888,CC12C3CCC1C1CCC3CC12 at 298K,,
15,CC1C2CC3CC2C(C3)C1(C)C,164.29200000000017,333.89,251.963,475.335,709.565,21.5849,595.68,0.918,82.085,-212.829,51.479,7.461,0.179,6951.591,42.312,337.038,CC1C2CC3CC2C(C3)C1(C)C at 298K,,
16,CC1CCCC12CC1CC1CC2C,178.3190000000002,317.355,262.516,492.589,710.791,21.2102,630.58,0.943,111.249,-208.09,57.09,11.281,0.189,7593.67,42.585,337.782,CC1CCCC12CC1CC1CC2C at 298K,,
17,CCC12CC1C13CCC1CC2C3C,176.30300000000017,293.941,260.155,473.818,727.497,19.3563,635.43,1.049,131.996,-161.074,57.233,11.315,0.168,7398.856,41.967,337.389,CCC12CC1C13CCC1CC2C3C at 298K,,
18,CC1CC2CC2(C)C2CCC2C1C,178.3190000000002,326.208,261.555,492.589,713.571,20.2877,638.82,0.934,93.672,-227.751,55.562,10.124,0.191,7574.009,42.474,337.342,CC1CC2CC2(C)C2CCC2C1C at 298K,,
19,CC1C2CC3C(C)C13C1(CC1)C2,162.27600000000015,269.213,259.603,440.172,704.981,20.6381,585.76,1.04,115.029,-140.769,52.094,8.92,0.156,6781.821,41.792,337.214,CC1C2CC3C(C)C13C1(CC1)C2 at 298K,,
20,CCC1C2CC3(C)C4CC1(C)C2C43,176.30300000000017,313.582,263.213,467.905,724.338,18.037,654.34,1.013,97.743,-189.808,54.869,8.513,0.174,7370.122,41.804,336.734,CCC1C2CC3(C)C4CC1(C)C2C43 at 298K,,
21,CCC1(C)CCC12C1CC3(C1)CC32,176.30300000000017,273.05,262.426,456.929,707.624,19.0877,650.19,1.031,132.826,-145.529,56.879,7.915,0.171,7414.401,42.055,337.743,CCC1(C)CCC12C1CC3(C1)CC32 at 298K,,
22,CC1CC(C)C2(C)CC1C21CC1,164.29200000000017,282.251,264.624,459.284,691.368,22.0108,606.2,0.933,87.599,-190.695,50.104,7.382,0.176,6973.725,42.447,337.575,CC1CC(C)C2(C)CC1C21CC1 at 298K,,
23,CC1CCCC2CCCC(C1)C2,166.3080000000002,346.424,252.265,505.277,703.612,26.1626,578.38,0.875,104.213,-221.134,54.81,11.133,0.19,7185.116,43.204,338.38,CC1CCCC2CCCC(C1)C2 at 298K,,
24,CCC12CCCC1C(C)(C)C2C,166.3080000000002,297.854,239.604,467.855,661.909,20.7507,627.62,0.857,67.893,-229.438,51.281,7.237,0.194,7176.812,43.154,338.184,CCC12CCCC1C(C)(C)C2C at 298K,,
25,CCCC12CC1C1C2CC12CC2,162.27600000000015,276.516,243.045,446.263,713.57,19.9462,593.48,1.075,136.865,-121.741,55.714,11.465,0.151,6800.849,41.909,337.686,CCCC12CC1C1C2CC12CC2 at 298K,,
26,CCC1C2CCC3CC(C2)CC31,164.29200000000017,362.431,249.259,496.141,734.092,23.255,579.15,0.955,107.454,-198.736,54.849,12.922,0.172,6965.684,42.398,337.38,CCC1C2CCC3CC(C2)CC31 at 298K,,
27,CCC1C2CCCCCC3CC3C12,178.3190000000002,372.591,256.416,513.797,739.237,21.7659,624.78,0.954,116.699,-218.427,59.193,13.925,0.187,7583.333,42.527,337.552,CCC1C2CCCCCC3CC3C12 at 298K,,
28,CCC12CC3CCC1(C1CC1)C2C3,176.30300000000017,290.252,255.622,472.222,719.908,19.596,628.92,1.062,147.232,-143.232,59.143,10.812,0.166,7416.698,42.068,337.795,CCC12CC3CCC1(C1CC1)C2C3 at 298K,,
29,CCC1CC12CC1CCCCC1C2,178.3190000000002,333.858,261.316,497.66,718.857,21.4854,637.04,0.954,119.872,-198.113,58.577,12.185,0.187,7603.647,42.641,338.004,CCC1CC12CC1CCCCC1C2 at 298K,,
30,CCC1C2CC3C(C)C1C3C2,150.26500000000016,336.216,222.465,458.97,708.84,21.645,536.96,0.963,82.976,-185.091,50.588,12.423,0.156,6341.989,42.205,337.016,CCC1C2CC3C(C)C1C3C2 at 298K,,
31,CCC12C3CCC1C2C1CC1(C)C3,176.30300000000017,304.041,259.798,477.034,729.229,19.3224,637.93,1.043,129.654,-165.843,57.117,9.655,0.169,7394.087,41.94,337.281,CCC12C3CCC1C2C1CC1(C)C3 at 298K,,
32,CCC1CCCC(C)C2CC2C1,166.3080000000002,350.561,238.289,495.777,698.897,22.663,594.8,0.875,82.368,-235.046,54.47,13.044,0.19,7171.204,43.12,338.051,CCC1CCCC(C)C2CC2C1 at 298K,,
33,CCC1C23CC2C2C(CC)(C3)C12C,176.30300000000017,274.381,257.096,451.947,710.431,17.3409,667.37,1.043,110.981,-162.389,55.663,9.826,0.169,7397.541,41.959,337.357,CCC1C23CC2C2C(CC)(C3)C12C at 298K,,
34,CCC12CC1C(C1CC1)C2(C)C,164.29200000000017,299.338,253.115,452.889,704.977,18.8736,609.67,0.944,92.981,-184.281,53.154,7.115,0.174,6980.139,42.486,337.73,CCC12CC1C(C1CC1)C2(C)C at 298K,,
35,CC(C)C1CCCCC1C1CCC1,180.3350000000002,363.84,267.598,507.882,722.497,20.2514,634.95,0.92,102.484,-242.023,59.996,15.277,0.196,7801.567,43.262,338.442,CC(C)C1CCCCC1C1CCC1 at 298K,,
36,CCC1C2CCC3(C)C(C)(C)CC123,178.3190000000002,290.692,265.79,460.562,679.863,18.393,686.28,0.91,73.486,-216.471,53.14,5.236,0.196,7585.289,42.538,337.596,CCC1C2CCC3(C)C(C)(C)CC123 at 298K,,
37,CCC1C23CC(C)(CCC2C)C13C,178.3190000000002,267.914,263.355,453.168,668.661,17.9156,683.01,0.929,75.828,-208.753,53.376,6.896,0.192,7593.007,42.581,337.767,CCC1C23CC(C)(CCC2C)C13C at 298K,,
38,CC1CC1CC1C2CC3CC2C31,162.27600000000015,345.725,217.824,465.388,734.96,19.7175,565.22,1.04,118.788,-154.171,56.342,13.581,0.156,6768.419,41.709,336.879,CC1CC1CC1C2CC3CC2C31 at 298K,,
39,CCCCC1CCCC2(C)CCC12,180.3350000000002,334.806,251.336,500.972,697.361,20.2877,677.1,0.867,90.198,-241.49,58.916,13.958,0.208,7802.1,43.264,338.45,CCCCC1CCCC2(C)CCC12 at 298K,,
40,CC1CC2CCC3(CC1C)CC23,164.29200000000017,302.259,250.325,468.381,697.102,21.9492,584.18,0.95,102.004,-185.449,53.244,10.278,0.173,6978.971,42.479,337.702,CC1CC2CCC3(CC1C)CC23 at 298K,,
41,CCC12CC3CC4CC41C3C2(C)C,176.30300000000017,274.161,263.639,458.175,710.453,18.2991,658.43,1.031,115.25,-165.19,54.973,6.759,0.171,7394.74,41.943,337.293,CCC12CC3CC4CC41C3C2(C)C at 298K,,
42,CCCC12CCC3CC4CC1C32C4,176.30300000000017,291.612,255.842,472.643,726.113,19.3055,639.88,1.056,146.109,-144.381,59.56,12.467,0.167,7415.549,42.061,337.767,CCCC12CCC3CC4CC1C32C4 at 298K,,
43,CC1(C)C2C3C4CCC21CCC43,162.27600000000015,302.091,261.75,451.534,716.066,21.1908,591.52,1.014,110.344,-153.256,51.741,5.6,0.16,6769.334,41.715,336.904,CC1(C)C2C3C4CCC21CCC43 at 298K,,
44,CC12CC3CC3CC13CC21CC31,160.26000000000013,247.514,268.563,416.599,713.535,20.2332,584.1,1.17,140.946,-85.965,52.239,5.399,0.137,6594.795,41.151,336.959,CC12CC3CC3CC13CC21CC31 at 298K,,
45,CCCC1CC2C3CC2C3(C)C1,164.29200000000017,328.974,248.195,474.392,715.236,20.9212,609.84,0.939,91.928,-196.284,53.62,11.681,0.175,6968.136,42.413,337.44,CCCC1CC2C3CC2C3(C)C1 at 298K,,
46,CCC1C2C(C)C13CCCC23,150.26500000000016,307.355,240.768,449.509,700.53,22.7276,550.74,0.951,86.148,-170.675,48.976,10.684,0.158,6356.405,42.301,337.399,CCC1C2C(C)C13CCCC23 at 298K,,
47,CCC1CC2CC34CCC(CC3)C124,176.30300000000017,295.876,265.105,467.905,719.061,19.6306,637.86,1.043,132.897,-150.484,57.925,10.827,0.169,7409.446,42.027,337.631,CCC1CC2CC34CCC(CC3)C124 at 298K,,
48,CCC12CCC(CC1C1CCC1)C2,178.3190000000002,327.72,264.404,497.062,733.692,20.1609,627.34,0.974,134.207,-187.912,60.294,12.17,0.183,7613.848,42.698,338.23,CCC12CCC(CC1C1CCC1)C2 at 298K,,
49,CCC1C2CCC3(CC)C1C3(C)C2,178.3190000000002,312.363,253.085,483.584,710.217,18.8736,666.55,0.954,97.955,-210.018,56.315,11.185,0.187,7591.742,42.574,337.739,CCC1C2CCC3(CC)C1C3(C)C2 at 298K,,
50,CC1C2CC3CC3C(C3CCC3)C12,176.30300000000017,357.572,269.636,496.468,762.397,19.5098,600.38,1.043,133.165,-183.247,59.579,12.898,0.169,7376.683,41.841,336.883,CC1C2CC3CC3C(C3CCC3)C12 at 298K,,
51,CCC1CC2CC1C2CC1CC1C,178.3190000000002,369.142,224.821,496.099,728.914,18.647,640.24,0.939,96.334,-220.987,59.386,16.113,0.19,7580.773,42.512,337.493,CCC1CC2CC1C2CC1CC1C at 298K,,
52,CCC12CC3CC(C)(C31)C1(C)CC21,176.30300000000017,274.161,263.639,458.175,710.453,18.2991,658.43,1.031,115.25,-165.19,54.973,6.759,0.171,7394.74,41.943,337.293,CCC12CC3CC(C)(C31)C1(C)CC21 at 298K,,
