index,smiles,molar_mass,flash_point/K,Tm/K,Tb/K,Tc/K,Pc/bar,Vc/(cm3/mol),density/(g/cm3),delta_G/(KJ/mol),delta_Hf/(KJ/mol),delta_Hvap/(KJ/mol),delta_Hfus/(KJ/mol),molar_volume/(cm3/mol)(default298K),delta_Hc/(KJ/mol),mass_calorific_value_h/(MJ/kg),ISP,note,0.974128252,0.074498892
0,CC1CCC2CC(C)C3CC3C2C1,178.3190000000002,356.088,257.657,509.053,732.043,21.4854,618.32,0.943,108.077,-228.404,57.705,13.02,0.189,7573.356,42.471,337.33,CC1CCC2CC(C)C3CC3C2C1 at 298K,,
1,CCCC12CC1CC1(CC1)C1CC12,176.30300000000017,291.612,255.842,472.643,726.113,19.3055,639.88,1.056,146.109,-144.381,59.56,12.467,0.167,7415.549,42.061,337.767,CCCC12CC1CC1(CC1)C1CC12 at 298K,,
2,CCCC1CC2C3CC1C2C1CC31,176.30300000000017,369.766,250.282,499.004,757.246,19.2549,623.54,1.037,125.431,-189.313,60.071,15.961,0.17,7370.617,41.807,336.746,CCCC1CC2C3CC1C2C1CC31 at 298K,,
3,CCC1C2CC(CC)(C2)C2CC12C,178.3190000000002,312.363,253.085,483.584,710.217,18.8736,666.55,0.954,97.955,-210.018,56.315,11.185,0.187,7591.742,42.574,337.739,CCC1C2CC(CC)(C2)C2CC12C at 298K,,
4,CC1C2CCC1CC13CC(C2)C1C3,176.30300000000017,329.225,271.836,492.957,743.948,21.7457,614.93,1.031,136.335,-171.78,57.468,11.159,0.171,7388.15,41.906,337.144,CC1C2CCC1CC13CC(C2)C1C3 at 298K,,
5,CCC1CC2C(C1)C1CC2C1(C)C,178.3190000000002,351.564,259.372,497.66,724.139,19.6653,653.52,0.929,84.718,-237.437,55.521,9.871,0.192,7564.323,42.42,337.127,CCC1CC2C(C1)C1CC2C1(C)C at 298K,,
6,CC1CC23CCC2C2(CCC1C2)C3,176.30300000000017,290.492,276.245,475.332,724.119,21.4655,627.18,1.031,139.507,-151.466,56.853,9.419,0.171,7408.464,42.021,337.606,CC1CC23CCC2C2(CCC1C2)C3 at 298K,,
7,CC(C)C1C2CC(C)C3(CC3)C21C,178.3190000000002,295.246,262.271,462.51,687.55,17.9005,662.78,0.98,85.869,-211.584,55.29,11.525,0.182,7590.176,42.565,337.703,CC(C)C1C2CC(C)C3(CC3)C21C at 298K,,
8,CC1CCC2C(C)(C)C(C)C12C,166.3080000000002,297.075,251.084,461.053,652.194,20.4895,632.59,0.832,42.593,-251.436,48.459,4.687,0.2,7154.814,43.021,337.662,CC1CCC2C(C)(C)C(C)C12C at 298K,,
9,CC1CC2CC3CC4CC3C2C4C1,176.30300000000017,363.022,262.372,505.187,756.261,21.3668,601.91,1.037,133.164,-189.145,58.582,12.898,0.17,7370.785,41.807,336.746,CC1CC2CC3CC4CC3C2C4C1 at 298K,,
10,CCC12CCC3(C)C(CC3C1C)C2,178.3190000000002,302.043,260.167,486.004,708.314,19.9996,655.11,0.949,104.567,-208.05,55.741,9.777,0.188,7593.71,42.585,337.782,CCC12CCC3(C)C(CC3C1C)C2 at 298K,,
11,CC1C2C3CC14C1CC2C4CCC31,174.28700000000015,329.977,270.926,481.121,761.984,20.1069,603.49,1.139,146.188,-144.465,57.432,11.54,0.153,7173.635,41.16,336.264,CC1C2C3CC14C1CC2C4CCC31 at 298K,,
12,CC1(C)C2CCC3C4CC2C3C1C4,176.30300000000017,355.92,268.535,494.865,747.83,20.7507,625.67,1.002,116.416,-196.21,56.202,8.342,0.176,7363.72,41.767,336.585,CC1(C)C2CCC3C4CC2C3C1C4 at 298K,,
13,CCC1C2C(C)CCCC3CC312,164.29200000000017,312.579,242.728,465.778,699.125,20.6568,595.62,0.955,95.393,-187.417,53.818,11.686,0.172,6977.003,42.467,337.655,CCC1C2C(C)CCCC3CC312 at 298K,,
14,CC1CCC2(CC3CC2C3)C1(C)C,178.3190000000002,310.252,268.672,481.709,699.889,20.6008,654.34,0.914,94.501,-215.155,54.71,6.724,0.195,7586.605,42.545,337.624,CC1CCC2(CC3CC2C3)C1(C)C at 298K,,
15,CCC12CC3CC1CCCC3C2C,178.3190000000002,331.923,256.231,502.903,727.302,21.1713,634.61,0.959,118.971,-208.703,57.885,12.673,0.186,7593.057,42.581,337.767,CCC12CC3CC1CCCC3C2C at 298K,,
