index,smiles,molar_mass,flash_point/K,Tm/K,Tb/K,Tc/K,Pc/bar,Vc/(cm3/mol),density/(g/cm3),delta_G/(KJ/mol),delta_Hf/(KJ/mol),delta_Hvap/(KJ/mol),delta_Hfus/(KJ/mol),molar_volume/(cm3/mol)(default298K),delta_Hc/(KJ/mol),mass_calorific_value_h/(MJ/kg),ISP,note,0.965272535,0.076108726
0,CCC12CC(C)CC1(C)C2C1CC1,178.3190000000002,291.656,262.633,471.739,709.085,17.8103,652.82,0.959,104.568,-199.204,57.236,9.777,0.186,7602.556,42.635,337.981,CCC12CC(C)CC1(C)C2C1CC1 at 298K,,
1,CC1CCC23CCCCC2(C)C13,164.29200000000017,278.562,260.232,457.589,682.066,22.3018,599.69,0.944,102.834,-172.853,52.014,6.879,0.174,6991.567,42.556,338.008,CC1CCC23CCCCC2(C)C13 at 298K,,
2,CC(C)CC1CC2CC2C2CC12,164.29200000000017,344.11,227.097,473.878,722.416,20.7319,591.96,0.95,100.168,-201.583,54.726,12.884,0.173,6962.837,42.381,337.313,CC(C)CC1CC2CC2C2CC12 at 298K,,
3,CCCC1C(C)C(CC)C2C(C)C12,180.3350000000002,360.034,224.506,497.433,700.737,17.1838,672.79,0.867,53.411,-281.743,57.978,18.116,0.208,7761.847,43.041,337.576,CCCC1C(C)C(CC)C2C(C)C12 at 298K,,
4,CCC(C)C1C2CCCC(C2)C1C,180.3350000000002,359.35,248.182,505.271,708.001,19.5442,650,0.911,86.506,-256.917,59.228,17.019,0.198,7786.673,43.179,338.117,CCC(C)C1C2CCCC(C2)C1C at 298K,,
5,CC(C)CC12CC1C(C)(C)C21CC1,178.3190000000002,267.766,247.999,450.425,679.554,18.2369,683.44,0.924,98.11,-198.301,54.766,6.339,0.193,7603.459,42.64,338,CC(C)CC12CC1C(C)(C)C21CC1 at 298K,,
6,CC1C(C)C2CC3C1CC(C)(C)C23,178.3190000000002,352.674,268.3,500.328,729.866,20.6008,648.59,0.905,76.094,-253.311,53.415,8.967,0.197,7548.449,42.331,336.774,CC1C(C)C2CC3C1CC(C)(C)C23 at 298K,,
7,CCC1CC2C1C1CC1C2(C)C,164.29200000000017,344.209,244.454,472.806,711.454,20.3242,607.12,0.923,75.474,-214.797,52.053,8.869,0.178,6949.623,42.3,336.99,CCC1CC2C1C1CC1C2(C)C at 298K,,
8,CCC1(CC)CC2CCC(C)CC21,180.3350000000002,337.427,229.996,507.287,701.496,20.0174,653.53,0.888,101.608,-242.677,59.178,14.188,0.203,7800.913,43.258,338.426,CCC1(CC)CC2CCC(C)CC21 at 298K,,
9,CC1CCC2C3CCC(C)CC23C1,178.3190000000002,317.355,262.516,492.589,710.791,21.2102,630.58,0.943,111.249,-208.09,57.09,11.281,0.189,7593.67,42.585,337.782,CC1CCC2C3CCC(C)CC23C1 at 298K,,
