index,smiles,molar_mass,flash_point/K,Tm/K,Tb/K,Tc/K,Pc/bar,Vc/(cm3/mol),density/(g/cm3),delta_G/(KJ/mol),delta_Hf/(KJ/mol),delta_Hvap/(KJ/mol),delta_Hfus/(KJ/mol),molar_volume/(cm3/mol)(default298K),delta_Hc/(KJ/mol),mass_calorific_value_h/(MJ/kg),ISP,note,264.7150991,12.70030303
0,CC12CCCCC3CC1CC31CC21,176.30300000000017,300.592,275.926,478.527,725.884,21.426,629.68,1.031,137.165,-156.234,56.736,7.759,0.171,7403.696,41.994,337.498,CC12CCCCC3CC1CC31CC21 at 298K,,
1,CCC12CC3C4CC1C(C2C)C43C,176.30300000000017,297.858,253.972,468.942,723.389,18.037,642.91,1.037,114.42,-177.787,56.203,10.158,0.17,7382.143,41.872,337.007,CCC12CC3C4CC1C(C2C)C43C at 298K,,
2,CC1(C2CC3CCCC2(C)C3)CC1,178.3190000000002,311.499,269.252,484.822,698.938,21.5052,648.59,0.924,109.736,-200.262,56.121,6.221,0.193,7601.498,42.629,337.957,CC1(C2CC3CCCC2(C)C3)CC1 at 298K,,
3,CCC1C2CC3CC45CC4CC3C125,174.28700000000015,296.627,264.151,454.757,739.601,18.2214,626.42,1.154,142.75,-123.17,57.889,11.208,0.151,7194.93,41.282,336.762,CCC1C2CC3CC45CC4CC3C125 at 298K,,
4,CC1CC1C12CCCCCC13CC32,176.30300000000017,280.62,266.864,465.542,710.11,20.2151,625.65,1.043,139.508,-145.568,57.85,9.419,0.169,7414.362,42.055,337.743,CC1CC1C12CCCCCC13CC32 at 298K,,
5,CC1C23CC4CC2CC2C1(C)C42C3,174.28700000000015,261.363,278.812,442.533,726.9,18.7922,636.25,1.124,134.956,-123.499,54.672,6.904,0.155,7194.601,41.28,336.754,CC1C23CC4CC2CC2C1(C)C42C3 at 298K,,
6,CC1C2CCCC3CCC1(C)CC32,178.3190000000002,332.391,267.087,499.946,719.73,21.8268,633.84,0.939,108.906,-215.807,56.475,9.621,0.19,7585.953,42.541,337.608,CC1C2CCCC3CCC1(C)CC32 at 298K,,
7,CC1CCCC2(C)CCCC1CC2,180.3350000000002,331.639,268.023,510.924,696.659,23.6856,645.28,0.867,99.053,-243.122,56.512,9.24,0.208,7800.468,43.255,338.415,CC1CCCC2(C)CCCC1CC2 at 298K,,
8,CC1CCC2CC3CC3C3CC1C23,176.30300000000017,363.022,262.372,505.187,756.261,21.3668,601.91,1.037,133.164,-189.145,58.582,12.898,0.17,7370.785,41.807,336.746,CC1CCC2CC3CC3C3CC1C23 at 298K,,
9,CC1CC1CC12CCCC3(C)C1C32,176.30300000000017,291.52,238.081,462.459,715.616,18.346,636.2,1.031,131.134,-151.542,58.148,9.933,0.171,7408.388,42.021,337.606,CC1CC1CC12CCCC3(C)C1C32 at 298K,,
10,CC(C)CC1CC2(C)CC3(C)CC123,178.3190000000002,260.712,255.04,441.558,669.616,17.7655,691.61,0.924,83.775,-202.604,53.669,6.354,0.193,7599.156,42.616,337.905,CC(C)CC1CC2(C)CC3(C)CC123 at 298K,,
11,CC1CC2C3(C)CC3C23CC1C3C,176.30300000000017,298.098,274.816,472.094,727.521,19.6826,641.17,1.013,106.696,-186.02,53.913,8.765,0.174,7373.91,41.825,336.818,CC1CC2C3(C)CC3C23CC1C3C at 298K,,
12,CC1CCC2C1C1CC3(C)CC23C1,176.30300000000017,294.409,270.73,470.486,719.933,19.9285,634.66,1.025,121.931,-168.178,55.823,8.262,0.172,7391.752,41.926,337.225,CC1CCC2C1C1CC3(C)CC23C1 at 298K,,
13,CC1CCC2CCCC2(C)CC1C,180.3350000000002,325.456,262.527,503.895,689.65,21.9492,650.26,0.863,83.819,-255.066,55.598,9.743,0.209,7788.524,43.189,338.156,CC1CCC2CCCC2(C)CC1C at 298K,,
14,CCC1C2CC3C(C)CC3C12,150.26500000000016,336.216,222.465,458.97,708.84,21.645,536.96,0.963,82.976,-185.091,50.588,12.423,0.156,6341.989,42.205,337.016,CCC1C2CC3C(C)CC3C12 at 298K,,
15,CC1CC23CC4CC1CCCC42C3,176.30300000000017,290.492,276.245,475.332,724.119,21.4655,627.18,1.031,139.507,-151.466,56.853,9.419,0.171,7408.464,42.021,337.606,CC1CC23CC4CC1CCCC42C3 at 298K,,
16,CC1CC2CCCC13CCCC3C2,178.3190000000002,328.474,272.741,504.247,723.921,23.5939,626.37,0.943,126.482,-199.094,57.505,10.778,0.189,7602.666,42.635,337.981,CC1CC2CCCC13CCCC3C2 at 298K,,
17,CC1C2C3CC45CC3(CC4C25)C1C,174.28700000000015,280.124,265.327,448.702,732.423,18.0065,619.96,1.139,134.127,-133.146,56.401,10.303,0.153,7184.954,41.225,336.529,CC1C2C3CC45CC3(CC4C25)C1C at 298K,,
18,CC1C2C3CC3CC23CC(C)(C)C13,176.30300000000017,311.004,267.741,469.301,722.578,19.0877,642.9,0.996,104.354,-187.84,54.673,7.105,0.177,7372.09,41.815,336.778,CC1C2C3CC3CC23CC(C)(C)C13 at 298K,,
