index,smiles,molar_mass,flash_point/K,Tm/K,Tb/K,Tc/K,Pc/bar,Vc/(cm3/mol),density/(g/cm3),delta_G/(KJ/mol),delta_Hf/(KJ/mol),delta_Hvap/(KJ/mol),delta_Hfus/(KJ/mol),molar_volume/(cm3/mol)(default298K),delta_Hc/(KJ/mol),mass_calorific_value_h/(MJ/kg),ISP,note,337.4198929,0.567392645
0,CCC1C2C3CC3C(C)C3(C)C1C23,176.30300000000017,337.279,253.516,478.261,736.353,17.7804,638.82,1.025,96.914,-202.404,56.099,11.912,0.172,7357.526,41.732,336.444,CCC1C2C3CC3C(C)C3(C)C1C23 at 298K,,
1,CCC12C(C)CCC1C(C)(C)C2C,180.3350000000002,306.767,246.57,484.512,670.628,18.7113,679,0.855,61.903,-264.022,54.213,8.742,0.211,7779.568,43.14,337.964,CCC12C(C)CCC1C(C)(C)C2C at 298K,,
2,CC(C)C12C3CC4CC41C1CCC132,174.28700000000015,247.398,270.653,424.61,720.238,17.9761,642.3,1.147,141.761,-115.718,55.392,7.76,0.152,7202.382,41.325,336.937,CC(C)C12C3CC4CC41C1CCC132 at 298K,,
3,CC1C2C3(C)CC45C(C24C)C15C3C,174.28700000000015,230.236,281.652,416.63,708.774,17.1272,662.49,1.096,105.317,-137.739,51.117,4.511,0.159,7180.361,41.198,336.419,CC1C2C3(C)CC45C(C24C)C15C3C at 298K,,
4,CC1(C)C2C3CC3C23CCCC13C,176.30300000000017,287.306,276.55,458.55,709.582,19.3732,658.42,0.99,105.184,-175.244,53.443,3.706,0.178,7384.686,41.886,337.064,CC1(C)C2C3CC3C23CCCC13C at 298K,,
5,CC1CC2CC2C(C)CC2CC1C2,178.3190000000002,365.96,267.638,517.274,744.513,22.8578,619.85,0.939,108.076,-234.301,56.709,13.02,0.19,7567.459,42.438,337.199,CC1CC2CC2C(C)CC2CC1C2 at 298K,,
6,CC(C)CC12CCCCC1C(C)C2,180.3350000000002,312.851,236.367,493.104,691.467,20.471,658.86,0.88,101.832,-238.864,57.799,12.254,0.205,7804.726,43.279,338.508,CC(C)CC12CCCCC1C(C)C2 at 298K,,
7,CCC1C2CCC23C(C)CCC13C,178.3190000000002,297.794,259.506,472.402,691.994,18.9063,662.52,0.939,90.233,-209.405,55.52,9.792,0.19,7592.355,42.577,337.751,CCC1C2CCC23C(C)CCC13C at 298K,,
8,CC1CC2(C)CCC13CCC3C2,164.29200000000017,283.498,265.221,462.694,690.371,23.011,600.46,0.939,102.833,-175.802,51.516,6.879,0.175,6988.618,42.538,337.937,CC1CC2(C)CCC13CCC3C2 at 298K,,
9,CC1C2CC3C1CC31CC1(C)C2,162.27600000000015,279.313,259.245,443.858,706.941,20.6008,588.26,1.04,112.687,-145.538,51.977,7.26,0.156,6777.052,41.763,337.097,CC1C2CC3C1CC31CC1(C)C2 at 298K,,
10,CCC1C2CCC(C)CC1C(C)C2,180.3350000000002,364.409,250.841,514.808,713.34,20.9594,646.94,0.867,76.378,-272.579,56.904,14.55,0.208,7771.011,43.092,337.776,CCC1C2CCC(C)CC1C(C)C2 at 298K,,
11,CCC1CC2C3CC1CC(C)C2C3,178.3190000000002,376.28,260.924,515.145,746.073,21.4854,631.29,0.939,101.464,-236.269,57.283,14.428,0.19,7565.491,42.427,337.155,CCC1CC2C3CC1CC(C)C2C3 at 298K,,
12,CCC1C2C3C4CCC45C4CC14C325,172.27100000000013,258.645,267.867,418.858,739.783,16.7662,627.24,1.286,155.775,-75.541,57.237,9.85,0.134,7000.729,40.638,336.338,CCC1C2C3C4CCC45C4CC14C325 at 298K,,
13,CCC1C2(C)CC3CC2C1(C)C3,164.29200000000017,297.735,252.129,454.868,687.476,20.071,619.38,0.933,78.646,-194.483,51.06,7.13,0.176,6969.937,42.424,337.484,CCC1C2(C)CC3CC2C1(C)C3 at 298K,,
14,CC1CCC2(C)C3CCC1(C)CC32,178.3190000000002,302.511,270.741,482.835,699.889,20.6008,654.34,0.929,94.501,-215.155,54.331,6.724,0.192,7586.605,42.545,337.624,CC1CCC2(C)C3CCC1(C)CC32 at 298K,,
15,CC(C)C1CC2C3CCC3C3CC123,176.30300000000017,332.06,263.084,476.71,736.005,18.7922,625.87,1.095,125.361,-172.978,58.31,14.3,0.161,7386.952,41.899,337.116,CC(C)C1CC2C3CCC3C3CC123 at 298K,,
16,CC1CC2CC(C)C1C1CCC21C,178.3190000000002,336.08,271.278,501.372,727.326,21.545,640.35,0.929,93.671,-233.649,54.565,10.124,0.192,7568.111,42.441,337.211,CC1CC2CC(C)C1C1CCC21C at 298K,,
17,CCC12C3CC3CC1C(C)C1CC12,176.30300000000017,327.739,249.86,487.018,740.935,19.0379,622.41,1.056,128.825,-178.439,58.347,13.054,0.167,7381.491,41.868,336.991,CCC12C3CC3CC1C(C)C1CC12 at 298K,,
18,CC(C)C1CC(C)C2CCCCC12,180.3350000000002,363.108,254.419,509.333,708.491,20.6381,641.46,0.911,87.249,-259.865,58.085,15.78,0.198,7783.725,43.163,338.055,CC(C)C1CC(C)C2CCCCC12 at 298K,,
19,CC1CCC2CC1(C)C2(C)C(C)C,180.3350000000002,300.336,266.443,481.753,678.554,20.071,686.59,0.851,58.642,-272.193,51.649,6.545,0.212,7771.397,43.094,337.784,CC1CCC2CC1(C)C2(C)C(C)C at 298K,,
20,CC(C)C1CCCCC1C1CC1C,180.3350000000002,357.657,262.086,500.764,716.433,18.8736,639.93,0.915,87.25,-253.968,59.082,15.78,0.197,7789.622,43.195,338.18,CC(C)C1CCCCC1C1CC1C at 298K,,
21,CCC1(C)CCC2C3C4C3C2(C)C41,176.30300000000017,320.636,256.57,475.88,731.742,18.5194,646.17,1.013,112.078,-185.504,55.966,8.498,0.174,7374.426,41.828,336.83,CCC1(C)CCC2C3C4C3C2(C)C41 at 298K,,
22,CCC1CCC2CC23CC(C)C1C3,178.3190000000002,327.675,255.552,490.233,712.668,19.9817,642.02,0.949,104.637,-210.057,57.664,12.688,0.188,7591.703,42.574,337.739,CCC1CCC2CC23CC(C)C1C3 at 298K,,
23,CCC1C2C1C(C)(C)C1(C)CCC21,178.3190000000002,329.425,261.043,479.245,704.8,18.615,674.02,0.91,70.313,-236.785,53.755,6.975,0.196,7564.975,42.424,337.143,CCC1C2C1C(C)(C)C1(C)CCC21 at 298K,,
24,CCCC1C2CCC(C)C1C(C)C2,180.3350000000002,360.833,245.553,511.051,712.729,20.0352,657.14,0.867,75.256,-270.779,57.819,16.205,0.208,7772.811,43.102,337.816,CCCC1C2CCC(C)C1C(C)C2 at 298K,,
25,CCC12CCC3CC3C1(C)C(C)C2,178.3190000000002,297.107,254.996,481.367,700.807,19.4243,654.35,0.954,104.567,-205.101,56.24,9.777,0.187,7596.659,42.602,337.85,CCC12CCC3CC3C1(C)C(C)C2 at 298K,,
26,CCCC12CC13C(C)CC3C2(C)C,178.3190000000002,271.392,251.647,456.952,677.911,17.6321,685.04,0.924,89.041,-202.65,55.389,8.536,0.193,7599.11,42.615,337.901,CCCC12CC13C(C)CC3C2(C)C at 298K,,
27,CCC12CC3(C)C(C)CC(C1C)C32,178.3190000000002,290.924,248.968,473.42,693.959,18.1289,659.33,0.949,89.333,-217.046,55.326,10.28,0.188,7584.714,42.535,337.584,CCC12CC3(C)C(C)CC(C1C)C32 at 298K,,
28,CC1CCC2CC(C)(C1)CC2(C)C,180.3350000000002,318.354,268.683,493.517,677.356,21.3079,674.02,0.839,67.072,-262.132,53.218,5.186,0.215,7781.458,43.15,338.004,CC1CCC2CC(C)(C1)CC2(C)C at 298K,,
29,CC12CC1CC13CC(CC21)C3(C)C,176.30300000000017,279.565,278.509,459.788,709.582,19.3732,658.42,1.002,105.184,-175.244,53.064,3.706,0.176,7384.686,41.886,337.064,CC12CC1CC13CC(CC21)C3(C)C at 298K,,
