index,smiles,molar_mass,flash_point/K,Tm/K,Tb/K,Tc/K,Pc/bar,Vc/(cm3/mol),density/(g/cm3),delta_G/(KJ/mol),delta_Hf/(KJ/mol),delta_Hvap/(KJ/mol),delta_Hfus/(KJ/mol),molar_volume/(cm3/mol)(default298K),delta_Hc/(KJ/mol),mass_calorific_value_h/(MJ/kg),ISP,note,42.26728476,0.585595123
0,CCC1C2CC3C4CC3C(C4C)C12,176.30300000000017,372.095,254.763,500.06,758.412,19.3055,619.09,1.031,111.318,-206.006,57.744,14.809,0.171,7353.924,41.712,336.363,CCC1C2CC3C4CC3C(C4C)C12 at 298K,,
1,CC1CC2CCC1CC2(C)C1CC1,178.3190000000002,332.391,267.087,499.946,719.73,21.8268,633.84,0.939,108.906,-215.807,56.475,9.621,0.19,7585.953,42.541,337.608,CC1CC2CCC1CC2(C)C1CC1 at 298K,,
2,CC1C2CCC3C1C1CCC2C31C,176.30300000000017,338.078,270.936,492.957,746.267,20.7884,623.17,1.019,118.758,-191.441,55.94,10.002,0.173,7368.489,41.794,336.693,CC1C2CCC3C1C1CCC2C31C at 298K,,
3,CCC1C(C)C2CCCC1C2C,166.3080000000002,349.314,237.569,492.801,699.848,21.6852,600.54,0.866,67.133,-249.939,53.059,13.547,0.192,7156.311,43.03,337.698,CCC1C(C)C2CCCC1C2C at 298K,,
4,CC1C2CC1C1(CC1)CC1(C)CC21,176.30300000000017,299.345,275.372,475.332,726.704,20.5265,635.43,1.019,121.931,-171.127,55.325,8.262,0.173,7388.803,41.91,337.16,CC1C2CC1C1(CC1)CC1(C)CC21 at 298K,,
5,CCC(C)C1CC23CCCCC12C3,178.3190000000002,288.818,263.061,466.051,691.013,18.9719,658.1,0.996,117.937,-177.03,58.874,13.418,0.179,7624.73,42.759,338.472,CCC(C)C1CC23CCCCC12C3 at 298K,,
6,CCC1CC2C3CCCC12C(C)C3,178.3190000000002,327.675,255.552,490.233,712.668,19.9817,642.02,0.949,104.637,-210.057,57.664,12.688,0.188,7591.703,42.574,337.739,CCC1CC2C3CCCC12C(C)C3 at 298K,,
7,CCCC12CCC3CCC(C)(C1)C32,178.3190000000002,299.714,255.854,484.886,706.776,19.9462,659.56,0.954,118.68,-191.357,58.068,10.929,0.187,7610.403,42.679,338.155,CCCC12CCC3CCC(C)(C1)C32 at 298K,,
8,CCC1CCC23C(C)CC2(C)C13,164.29200000000017,282.699,247.046,445.994,676.748,19.527,616.11,0.944,80.988,-186.765,51.674,8.79,0.174,6977.655,42.471,337.671,CCC1CCC23C(C)CC2(C)C13 at 298K,,
9,CCC12CCC3CC1(C)C2C3(C)C,178.3190000000002,282.263,263.65,471.145,689.269,18.8899,678.11,0.934,87.82,-212.167,53.481,5.221,0.191,7589.593,42.562,337.691,CCC12CCC3CC1(C)C2C3(C)C at 298K,,
10,CC1CCC2C3CC3CCCC12C,178.3190000000002,332.391,267.087,499.946,719.73,21.8268,633.84,0.939,108.906,-215.807,56.475,9.621,0.19,7585.953,42.541,337.608,CC1CCC2C3CC3CCCC12C at 298K,,
11,CCC1C2CCCC13CC(C2)C3C,178.3190000000002,337.547,265.675,499.099,726.489,21.2102,643.55,0.939,104.636,-215.955,56.667,12.688,0.19,7585.805,42.541,337.608,CCC1C2CCCC13CC(C2)C3C at 298K,,
12,CC1CC2(C)CC3CC32CC1C,164.29200000000017,272.379,254.424,448.815,674.458,20.7131,604.67,0.939,87.6,-184.797,51.1,7.382,0.175,6979.623,42.483,337.718,CC1CC2(C)CC3CC32CC1C at 298K,,
13,CCC1C2CC(C)C(C)CC12C,166.3080000000002,314.497,236.162,470.314,668.64,19.8754,620.27,0.862,52.729,-246.338,51.413,10.651,0.193,7159.912,43.052,337.784,CCC1C2CC(C)C(C)CC12C at 298K,,
14,CCCC1CC23CCC1C21CC31,162.27600000000015,277.204,247.94,435.884,705.368,19.4073,601.65,1.054,122.531,-126.044,54.995,11.48,0.154,6796.546,41.883,337.581,CCCC1CC23CCC1C21CC31 at 298K,,
15,CCC12CC3CCC1C3C2C(C)C,178.3190000000002,339.694,251.921,491.851,725.4,18.8572,646.32,1.007,107.996,-212.85,58.228,15.814,0.177,7588.91,42.558,337.675,CCC12CC3CCC1C3C2C(C)C at 298K,,
16,CCC12CC13CC(C)C21CC31,148.24900000000014,225.017,239.883,393.91,676.293,20.4158,554.88,1.09,116.68,-95.479,48.926,7.571,0.136,6189.771,41.753,337.689,CCC12CC13CC(C)C21CC31 at 298K,,
17,CC1CC1CC12CC(C)C(C)C1C2,178.3190000000002,308.283,220.368,477.447,699.606,18.1751,637.1,0.949,105.218,-203.397,58.501,13.454,0.188,7598.363,42.611,337.886,CC1CC1CC12CC(C)C(C)C1C2 at 298K,,
18,CCCCC1CC2CC2CCC1C,180.3350000000002,358.504,240.771,510.042,711.227,19.9817,661.58,0.871,89.369,-254.087,60.146,17.357,0.207,7789.503,43.195,338.18,CCCCC1CC2CC2CCC1C at 298K,,
19,CC(C)CC1CC2C(C1)C2C(C)C,180.3350000000002,360.042,230.873,490.447,704.688,18.0065,666.48,0.906,73.35,-267.629,58.038,17.149,0.199,7775.961,43.12,337.886,CC(C)CC1CC2C(C1)C2C(C)C at 298K,,
20,CCCC1C2C3CC4C(CC32)C14C,176.30300000000017,344.822,259.575,486.453,747.307,18.7598,644.8,1.019,111.026,-191.609,57.429,13.065,0.173,7368.321,41.794,336.693,CCCC1C2C3CC4C(CC32)C14C at 298K,,
21,CC1CC2CCC3CC1CC(C)C23,178.3190000000002,365.96,267.638,517.274,744.513,22.8578,619.85,0.939,108.076,-234.301,56.709,13.02,0.19,7567.459,42.438,337.199,CC1CC2CCC3CC1CC(C)C23 at 298K,,
22,CC1C2CC3C4CCC(C)(C43)C12C,176.30300000000017,303.262,269.823,470.486,722.578,19.0877,642.9,1.013,104.354,-187.84,54.295,7.105,0.174,7372.09,41.815,336.778,CC1C2CC3C4CCC(C)(C43)C12C at 298K,,
23,CC1CCCC2(C)C34CC2(C3)C14,162.27600000000015,240.58,264.05,422.134,682.316,20.3425,600.51,1.04,115.859,-125.224,51.362,5.521,0.156,6797.366,41.888,337.602,CC1CCCC2(C)C34CC2(C3)C14 at 298K,,
24,CC1C2C3CC24CCC2CC2C3C14,174.28700000000015,325.041,266.135,476.39,756.427,19.527,602.73,1.147,146.189,-141.516,57.93,11.54,0.152,7176.584,41.177,336.333,CC1C2C3CC24CCC2CC2C3C14 at 298K,,
25,CC(C)C1C2CC3C(C)C1C(C)C32,178.3190000000002,362.612,252.743,495.336,730.992,18.3617,635.77,0.98,81.867,-247.444,56.637,16.664,0.182,7554.316,42.364,336.905,CC(C)C1C2CC3C(C)C1C(C)C32 at 298K,,
26,CCC1(C)C2C3CC24C3(C)CC14C,176.30300000000017,252.023,265.262,436.385,689.51,17.3553,678.93,1.007,100.845,-164.538,53.207,3.862,0.175,7395.392,41.947,337.309,CCC1(C)C2C3CC24C3(C)CC14C at 298K,,
27,CCCC1C2CC23CC1(CC)C3,164.29200000000017,284.838,235.479,453.678,692.745,19.4756,622.1,0.966,105.166,-165.916,54.913,12.995,0.17,6998.504,42.598,338.175,CCCC1C2CC23CC1(CC)C3 at 298K,,
28,CCC12CCCCC3(C)C(CC13)C2,178.3190000000002,303.29,260.782,489.064,707.407,20.8641,649.37,0.959,119.801,-193.157,57.153,9.274,0.186,7608.603,42.668,338.111,CCC12CCCCC3(C)C(CC13)C2 at 298K,,
29,CCC1CCC2(CC)CC12C1CC1,178.3190000000002,293.638,243.098,474.125,691.965,18.599,656.78,0.969,115.533,-184.459,58.84,12.342,0.184,7617.301,42.717,338.306,CCC1CCC2(CC)CC12C1CC1 at 298K,,
30,CC(C)C1CC2CCCC(C)C2C1,180.3350000000002,363.108,254.419,509.333,708.491,20.6381,641.46,0.911,87.249,-259.865,58.085,15.78,0.198,7783.725,43.163,338.055,CC(C)C1CC2CCCC(C)C2C1 at 298K,,
31,CCC1CC2(C)C3CC2(C)CCC13,178.3190000000002,312.83,264.174,480.382,701.881,19.4243,665.78,0.929,87.89,-217.123,54.905,8.132,0.192,7584.637,42.534,337.58,CCC1CC2(C)C3CC2(C)CCC13 at 298K,,
32,CC1CC(C)C2(CC2)C1CC1CC1,178.3190000000002,315.153,233.129,476.446,697.701,18.9555,640.29,0.939,106.118,-195.757,58.695,12.966,0.19,7606.003,42.654,338.056,CC1CC(C)C2(CC2)C1CC1CC1 at 298K,,
33,CCCCC1CC2CC23CC1C3C,178.3190000000002,330.394,255.992,491.015,725.351,19.3902,663.93,0.934,102.393,-212.356,58.497,15.999,0.191,7589.404,42.561,337.687,CCCCC1CC2CC23CC1C3C at 298K,,
34,CCCC1CC2(C)C3CCC1C2C3,178.3190000000002,339.134,255.404,493.627,720.934,19.6479,655.47,0.939,101.173,-215.975,57.964,12.684,0.19,7585.785,42.541,337.608,CCCC1CC2(C)C3CCC1C2C3 at 298K,,
35,CC1C2C3C4CC1C(C)(C4C)C23,162.27600000000015,316.799,253.629,460.414,729.43,19.9996,581.75,1.027,94.28,-180.745,51.181,9.502,0.158,6741.845,41.546,336.221,CC1C2C3C4CC1C(C)(C4C)C23 at 298K,,
36,CCC12CCC1(C)CCC1(CC1)C2,178.3190000000002,264.557,265.537,471.145,682.85,20.6008,661.62,0.959,122.974,-172.843,56.538,7.535,0.186,7628.917,42.782,338.563,CCC12CCC1(C)CCC1(CC1)C2 at 298K,,
37,CCCC1CC(C)C(C)(CCC)C1,182.35100000000023,339.063,223.304,502.53,667.654,18.4403,701.77,0.803,57.6,-290.357,58.797,15.976,0.227,7995.063,43.844,338.762,CCCC1CC(C)C(C)(CCC)C1 at 298K,,
38,CC12CCC1CCCC1CC12,150.26500000000016,308.382,248.749,459.258,699.605,25.3292,536.06,0.957,105.651,-158.583,49.697,7.113,0.157,6368.497,42.382,337.722,CC12CCC1CCCC1CC12 at 298K,,
39,CC1CC(C)C2CC1CC1CC12,164.29200000000017,340.992,245.028,486.496,719.917,22.239,571.92,0.95,98.832,-205.763,53.86,12.018,0.173,6958.657,42.355,337.209,CC1CC(C)C2CC1CC1CC12 at 298K,,
40,CC1CC2CC3C1CC1CC13C2,162.27600000000015,309.193,255.283,463.809,726.065,21.8268,567.76,1.054,127.091,-146.19,54.121,10.156,0.154,6776.4,41.758,337.077,CC1CC2CC3C1CC1CC13C2 at 298K,,
41,CCC12CC3(C)CC4CC41C(C)C32,176.30300000000017,264.061,263.987,454.7,708.531,18.3304,655.93,1.037,117.592,-160.422,55.089,8.419,0.17,7399.508,41.97,337.402,CCC12CC3(C)CC4CC41C(C)C32 at 298K,,
42,CCC1CC23C(C)CC2CCC13,164.29200000000017,312.579,242.728,465.778,699.125,20.6568,595.62,0.955,95.393,-187.417,53.818,11.686,0.172,6977.003,42.467,337.655,CCC1CC23C(C)CC2CCC13 at 298K,,
43,CCCC1C2(C)C(CCC)C13CC23,178.3190000000002,310.833,252.841,470.693,708.073,17.3697,695.87,0.929,81.377,-213.671,56.928,14.51,0.192,7588.089,42.553,337.655,CCCC1C2(C)C(CCC)C13CC23 at 298K,,
44,CCC1C(C)CCC2CCC3CC231,178.3190000000002,327.675,255.552,490.233,712.668,19.9817,642.02,0.949,104.637,-210.057,57.664,12.688,0.188,7591.703,42.574,337.739,CCC1C(C)CCC2CCC3CC231 at 298K,,
45,CC(C)C12C(C)CC3CCC1CC32,178.3190000000002,317.178,257.586,482.784,713.676,19.9462,645.64,0.943,100.477,-222.919,55.783,10.979,0.189,7578.841,42.502,337.453,CC(C)C12C(C)CC3CCC1CC32 at 298K,,
46,CC1CC(C23CCC2C(C)C3)C1,164.29200000000017,297.323,244.78,463.394,689.106,21.2883,583.41,0.955,102.005,-182.501,53.743,10.278,0.172,6981.919,42.497,337.774,CC1CC(C23CCC2C(C)C3)C1 at 298K,,
47,CCC12C(C)CCCC1CC2C,166.3080000000002,304.957,232.03,479.355,675.254,21.3668,603.86,0.885,84.64,-222.373,53.661,11.793,0.188,7183.877,43.196,338.348,CCC12C(C)CCCC1CC2C at 298K,,
48,CC12CCCC1C2,96.17299999999993,247.248,186.689,343.208,593.618,32.5192,361.88,0.859,58.821,-95.337,34.352,2.722,0.112,4124.213,42.883,338.671,CC12CCCC1C2 at 298K,,
49,CCC12CC(C)C3CCC3(C)C1C2,178.3190000000002,297.107,254.996,481.367,700.807,19.4243,654.35,0.954,104.567,-205.101,56.24,9.777,0.187,7596.659,42.602,337.85,CCC12CC(C)C3CCC3(C)C1C2 at 298K,,
50,CCC1C2CC3(CC3)C3(C2)CC1C3,176.30300000000017,300.812,269.93,472.802,725.864,20.2151,638.62,1.037,132.896,-153.433,57.427,10.827,0.17,7406.497,42.01,337.562,CCC1C2CC3(CC3)C3(C2)CC1C3 at 298K,,
51,CC12CCC3(CC3)C3CCC(C1)C32,176.30300000000017,300.592,275.926,478.527,725.884,21.426,629.68,1.031,137.165,-156.234,56.736,7.759,0.171,7403.696,41.994,337.498,CC12CCC3(CC3)C3CCC(C1)C32 at 298K,,
52,CC1C2CCC(C2C)C2CCCC12,178.3190000000002,361.024,262.735,513.198,738.385,22.1556,619.09,0.939,108.076,-231.352,57.207,13.02,0.19,7570.408,42.454,337.262,CC1C2CCC(C2C)C2CCCC12 at 298K,,
