index,smiles,molar_mass,flash_point/K,Tm/K,Tb/K,Tc/K,Pc/bar,Vc/(cm3/mol),density/(g/cm3),delta_G/(KJ/mol),delta_Hf/(KJ/mol),delta_Hvap/(KJ/mol),delta_Hfus/(KJ/mol),molar_volume/(cm3/mol)(default298K),delta_Hc/(KJ/mol),mass_calorific_value_h/(MJ/kg),ISP,note,249.0429599,16.83469573
0,CC1CC23C(C)CC2CC1C3C,164.29200000000017,301.012,249.663,465.049,698.062,21.0169,589.92,0.944,86.77,-200.343,51.832,10.781,0.174,6964.077,42.388,337.341,CC1CC23C(C)CC2CC1C3C at 298K,,
1,CCC1CC1C(C)C1CCCC1C,180.3350000000002,367.985,236.55,498.113,696.487,17.9307,646.4,0.954,84.298,-240.967,61.224,20.477,0.189,7802.623,43.267,338.462,CCC1CC1C(C)C1CCCC1C at 298K,,
2,CCCC(C)C(C)C1CCC12CC2,180.3350000000002,300.307,235.345,476.731,688.835,18.8409,677.84,0.884,104.127,-227.592,59.76,11.995,0.204,7815.998,43.342,338.755,CCCC(C)C(C)C1CCC12CC2 at 298K,,
3,CCC1CCCC23CC(C2)C13C,164.29200000000017,288.882,253.154,454.868,684.263,20.9785,611.13,0.95,96.222,-174.821,52.588,8.287,0.173,6989.599,42.544,337.961,CCC1CCCC23CC(C2)C13C at 298K,,
4,CCCCCC12CC(CCC)C1C2,180.3350000000002,322.25,220.911,491.543,696.963,17.5733,697.49,0.88,98.021,-227.837,62.654,20.321,0.205,7815.753,43.34,338.747,CCCCCC12CC(CCC)C1C2 at 298K,,
5,CC1CC2CC(C)C3CC2(C1)C3C,178.3190000000002,321.044,266.839,494.059,718.762,20.9403,637.09,0.934,96.014,-225.932,55.18,11.784,0.191,7575.828,42.485,337.386,CC1CC2CC(C)C3CC2(C1)C3C at 298K,,
6,CC(C)C1CC2C3(C)C(C)C(C)C123,178.3190000000002,289.063,256.546,453.915,680.172,16.7525,667.76,0.974,70.635,-223.529,54.376,12.029,0.183,7578.231,42.498,337.437,CC(C)C1CC2C3(C)C(C)C(C)C123 at 298K,,
7,CCCC1CC2C3CC2(C1)C3C,164.29200000000017,313.938,242.968,466.211,706.067,20.3425,606.57,0.95,94.271,-188.566,54.235,13.341,0.173,6975.854,42.46,337.627,CCCC1CC2C3CC2(C1)C3C at 298K,,
8,CC1C2CC3C4CCC4CC3C12,162.27600000000015,347.927,250.169,482.253,745.693,22.1141,555.5,1.054,123.919,-166.504,54.737,11.895,0.154,6756.086,41.633,336.572,CC1C2CC3C4CCC4CC3C12 at 298K,,
9,CC(C)(C1CCCCCC1)C1CC1,180.3350000000002,336.281,281.388,499.103,727.513,22.239,632.78,0.835,123.395,-234.091,62.627,10.164,0.216,7809.499,43.306,338.614,CC(C)(C1CCCCCC1)C1CC1 at 298K,,
