index,smiles,molar_mass,flash_point/K,Tm/K,Tb/K,Tc/K,Pc/bar,Vc/(cm3/mol),density/(g/cm3),delta_G/(KJ/mol),delta_Hf/(KJ/mol),delta_Hvap/(KJ/mol),delta_Hfus/(KJ/mol),molar_volume/(cm3/mol)(default298K),delta_Hc/(KJ/mol),mass_calorific_value_h/(MJ/kg),ISP,note,337.4829147,0.563325226
0,CCC1CC2C(C)C(C)C(C)CC12,180.3350000000002,353.29,238.858,503.655,699.391,18.9555,651.16,0.867,61.144,-281.575,56.489,15.053,0.208,7762.015,43.042,337.58,CCC1CC2C(C)C(C)C(C)CC12 at 298K,,
1,CCCCC1(C(C)C)C2CC(C)C21,180.3350000000002,320.465,225.831,483.739,692.48,17.8403,685.71,0.867,80.869,-256.243,58.408,15.805,0.208,7787.347,43.183,338.133,CCCCC1(C(C)C)C2CC(C)C21 at 298K,,
2,CCC1C2CCCC2C2C(C)C12C,178.3190000000002,336.528,254.544,490.233,715.42,19.1376,650.26,0.939,87.061,-229.719,56.136,11.531,0.19,7572.041,42.463,337.298,CCC1C2CCCC2C2C(C)C12C at 298K,,
3,CCCC12CCC(CC)C1CC2C,180.3350000000002,326.796,232.158,496.298,692.033,18.647,671.9,0.884,86.152,-245.181,58.996,15.858,0.204,7798.409,43.244,338.372,CCCC12CCC(CC)C1CC2C at 298K,,
4,CCC12C3CC14C(C)C(C3C)C42C,176.30300000000017,252.942,253.093,440.346,694.193,16.6845,660.14,1.037,102.358,-169.417,54.674,8.922,0.17,7390.513,41.919,337.196,CCC12C3CC14C(C)C(C3C)C42C at 298K,,
5,CC1C2C3CC(C3)CC3C4CC4C132,174.28700000000015,325.041,266.135,476.39,756.427,19.527,602.73,1.147,146.189,-141.516,57.93,11.54,0.152,7176.584,41.177,336.333,CC1C2C3CC(C3)CC3C4CC4C132 at 298K,,
6,CC1C2CC3C4CCCC4C1(C)C32,176.30300000000017,333.142,266.146,488.451,740.199,20.1789,622.4,1.025,118.759,-188.492,56.438,10.002,0.172,7371.438,41.811,336.762,CC1C2CC3C4CCCC4C1(C)C32 at 298K,,
7,CCC12C3CC(C)(C(C)C31)C2(C)C,178.3190000000002,281.016,263.047,467.851,690.272,18.1442,683.85,0.929,72.585,-227.06,52.069,5.724,0.192,7574.7,42.478,337.358,CCC12C3CC(C)(C(C)C31)C2(C)C at 298K,,
8,CCC1CC2(CC)CC1C(C)C2C,180.3350000000002,324.19,231.145,492.941,685.551,18.1751,666.68,0.884,72.039,-258.925,57.167,14.706,0.204,7784.665,43.168,338.074,CCC1CC2(CC)CC1C(C)C2C at 298K,,
9,CC1CCC2CC2C2C3CC32C1,162.27600000000015,309.193,255.283,463.809,726.065,21.8268,567.76,1.054,127.091,-146.19,54.121,10.156,0.154,6776.4,41.758,337.077,CC1CCC2CC2C2C3CC32C1 at 298K,,
10,CCC12CC3C4CC4(C1)CC21CC31,174.28700000000015,257.207,264.574,444.478,726.875,18.4877,630.51,1.17,160.256,-98.552,57.993,9.453,0.149,7219.548,41.423,337.337,CCC12CC3C4CC4(C1)CC21CC31 at 298K,,
11,CCC1C2CC2C23CCC2C2C1C23,174.28700000000015,335.36,259.349,473.871,757.888,18.4403,614.17,1.147,139.578,-143.484,58.504,12.947,0.152,7174.616,41.166,336.288,CCC1C2CC2C23CCC2C2C1C23 at 298K,,
12,CCC1C2CC3CCC12C(C)C3C,178.3190000000002,331.364,260.087,491.717,720.558,19.7349,648.53,0.939,89.402,-227.899,55.754,13.191,0.19,7573.861,42.474,337.342,CCC1C2CC3CCC12C(C)C3C at 298K,,
13,CC1CC2C(C)CC3C1CC(C)C23,178.3190000000002,349.905,251.742,501.969,726.295,19.9817,623.3,0.939,92.842,-240.348,56.792,13.523,0.19,7561.412,42.404,337.064,CC1CC2C(C)CC3C1CC(C)C23 at 298K,,
14,CCCC1CC2C3C(C)C3C3CC123,176.30300000000017,324.85,249.38,473.892,733.357,17.7655,640.77,1.031,113.369,-180.943,58.542,14.725,0.171,7378.987,41.854,336.935,CCCC1CC2C3C(C)C3C3CC123 at 298K,,
15,CC1CC2CCC1C1(C)CCC21,164.29200000000017,322.231,260.455,481.22,713.994,23.3222,588.2,0.939,99.661,-196.116,52.131,8.618,0.175,6968.304,42.414,337.444,CC1CC2CCC1C1(C)CCC21 at 298K,,
16,CC1C(C2CC2)C2C(C)C3CC3C12,176.30300000000017,351.389,264.203,489.005,757.545,18.206,605.36,1.037,117.931,-195.191,58.666,13.401,0.17,7364.739,41.773,336.609,CC1C(C2CC2)C2C(C)C3CC3C12 at 298K,,
