index,smiles,molar_mass,flash_point/K,Tm/K,Tb/K,Tc/K,Pc/bar,Vc/(cm3/mol),density/(g/cm3),delta_G/(KJ/mol),delta_Hf/(KJ/mol),delta_Hvap/(KJ/mol),delta_Hfus/(KJ/mol),molar_volume/(cm3/mol)(default298K),delta_Hc/(KJ/mol),mass_calorific_value_h/(MJ/kg),ISP,note,337.4950351,0.576240004
0,CCC12CCC(C)C1C1C3CC31C2,176.30300000000017,289.005,254.984,468.942,720.756,18.8084,634.67,1.056,131.997,-158.125,57.731,11.315,0.167,7401.805,41.983,337.454,CCC12CCC(C)C1C1C3CC31C2 at 298K,,
1,CCCC1CCC2C1C2C1(C)CC1,178.3190000000002,341.94,247.664,488.036,713.94,19.0877,654.71,0.929,101.174,-213.026,58.841,12.684,0.192,7588.734,42.557,337.671,CCCC1CCC2C1C2C1(C)CC1 at 298K,,
2,CCC1C2C3(CC3)CCC12C1CC1,176.30300000000017,290.94,260.113,462.908,711.994,19.0711,637.09,1.043,132.897,-147.536,58.424,10.827,0.169,7412.394,42.043,337.695,CCC1C2C3(CC3)CCC12C1CC1 at 298K,,
3,CCC1CC2C3CC4CC3C12C4C,176.30300000000017,328.426,254.531,478.261,733.902,18.5352,630.58,1.037,114.49,-182.743,57.627,13.069,0.17,7377.187,41.844,336.895,CCC1CC2C3CC4CC3C12C4C at 298K,,
4,CC1C2C3CC(C)(C3)CC3(CC3)C12,176.30300000000017,294.409,270.73,470.486,719.933,19.9285,634.66,1.025,121.931,-168.178,55.823,8.262,0.172,7391.752,41.926,337.225,CC1C2C3CC(C)(C3)CC3(CC3)C12 at 298K,,
5,CC12CCC3CCCCC3C1CC2,178.3190000000002,338.574,272.414,507.088,725.687,23.5483,628.86,0.943,124.14,-203.863,57.389,9.118,0.189,7597.897,42.608,337.874,CC12CCC3CCCCC3C1CC2 at 298K,,
6,CCC12C3C4CC(C31)C4(C)C2(C)C,176.30300000000017,283.014,262.686,458.175,713.238,17.5586,666.67,1.019,97.673,-184.852,53.444,5.602,0.173,7375.078,41.832,336.846,CCC12C3C4CC(C31)C4(C)C2(C)C at 298K,,
7,CC12CCCC1CCC1CC1C2,164.29200000000017,323.478,261.069,484.34,713.114,24.4144,582.46,0.95,114.896,-181.223,53.543,8.115,0.173,6983.197,42.505,337.806,CC12CCCC1CCC1CC1C2 at 298K,,
8,CC(C)C12CC3(C)C4CC1C3C42,162.27600000000015,279.137,254.199,431.836,709.887,19.3902,603.32,1.034,101.915,-160.368,50.67,6.959,0.157,6762.222,41.671,336.726,CC(C)C12CC3(C)C4CC1C3C42 at 298K,,
9,CCCC1CC1C12CC(C1)C1CC12,176.30300000000017,326.097,250.043,477.107,732.566,18.4877,635.03,1.043,128.603,-166.05,59.954,14.221,0.169,7393.88,41.938,337.273,CCCC1CC1C12CC(C1)C1CC12 at 298K,,
10,CC1CC2C3C(C)CC24CC4CC13,176.30300000000017,318.106,261.544,480.735,732.233,19.6306,619.14,1.031,121.102,-180.775,57.053,11.662,0.171,7379.155,41.855,336.939,CC1CC2C3C(C)CC24CC4CC13 at 298K,,
11,CC1CC(C2CC2)C2CCCCC12,178.3190000000002,356.821,270.555,507.6,744.404,21.0746,611.81,0.954,123.312,-210.562,59.616,12.517,0.187,7591.198,42.571,337.727,CC1CC(C2CC2)C2CCCCC12 at 298K,,
12,CC1CC1C1C2C3C4CC12CC43C,174.28700000000015,289.71,276.718,446.841,747.067,16.987,621.69,1.139,131.785,-134.966,56.783,8.643,0.153,7183.134,41.214,336.484,CC1CC1C1C2C3C4CC12CC43C at 298K,,
13,CC1CC(C)CC(C2CC2)C(C)C1,180.3350000000002,343.703,260.534,504.414,712.227,19.7175,633.21,0.875,82.99,-261.765,57.825,13.142,0.206,7781.825,43.152,338.011,CC1CC(C)CC(C2CC2)C(C)C1 at 298K,,
14,CC1CCC23CC2CCC2(C)CC123,176.30300000000017,255.676,275.171,451.094,697.12,19.6826,646.92,1.025,125.103,-147.864,55.207,6.523,0.172,7412.066,42.042,337.691,CC1CCC23CC2CCC2(C)CC123 at 298K,,
15,CCCCC12C3CC31C2C1CC1,162.27600000000015,267.489,246.056,429.893,720.713,17.5147,602.14,1.082,135.744,-114.043,57.626,13.12,0.15,6808.547,41.957,337.879,CCCCC12C3CC31C2C1CC1 at 298K,,
16,CCCC1C(CC)C2C3C4CC4C123,176.30300000000017,335.169,241.731,471.348,735.016,16.821,652.21,1.037,106.757,-182.911,59.117,16.132,0.17,7377.019,41.843,336.891,CCCC1C(CC)C2C3C4CC4C123 at 298K,,
17,CC1C2CCC3C1(C)C1CC31C2C,176.30300000000017,298.098,274.816,472.094,727.521,19.6826,641.17,1.013,106.696,-186.02,53.913,8.765,0.174,7373.91,41.825,336.818,CC1C2CCC3C1(C)C1CC31C2C at 298K,,
18,CCCC1CC2C3C2C3(CC)C1,164.29200000000017,323.571,229.593,472.873,716.08,19.7175,609.84,0.966,101.994,-186.23,55.529,14.734,0.17,6978.19,42.474,337.683,CCCC1CC2C3C2C3(CC)C1 at 298K,,
19,CCC1C2CCC3C4CC(C4)C3C12,176.30300000000017,373.342,255.402,502.95,757.724,20.1249,613.35,1.043,126.552,-191.112,59.156,14.306,0.169,7368.818,41.796,336.701,CCC1C2CCC3C4CC(C4)C3C12 at 298K,,
20,CC1CC23C1CCCC21CC13C,162.27600000000015,240.58,264.05,422.134,682.316,20.3425,600.51,1.04,115.859,-125.224,51.362,5.521,0.156,6797.366,41.888,337.602,CC1CC23C1CCCC21CC13C at 298K,,
21,CCC12CCC34CC3C13CC2(C4)C3,174.28700000000015,218.473,269.208,422.812,704.971,18.268,642.76,1.17,163.429,-78.238,57.377,7.714,0.149,7239.862,41.54,337.813,CCC12CCC34CC3C13CC2(C4)C3 at 298K,,
22,CC1CCC23CCC(C)C2(C1)C3,164.29200000000017,263.526,255.433,448.815,671.004,21.6651,596.43,0.95,105.177,-165.135,52.629,8.539,0.173,6999.285,42.603,338.195,CC1CCC23CCC(C)C2(C1)C3 at 298K,,
23,CC1C2CCCC2CC2CCC21,164.29200000000017,347.175,251.221,494.036,725.868,24.0106,566.94,0.955,114.066,-193.819,54.773,11.514,0.172,6970.601,42.428,337.5,CC1C2CCCC2CC2CCC21 at 298K,,
24,CC1C2C3(C)CC4CC5CC51C423,160.26000000000013,241.331,263.089,406.19,707.158,18.8572,589.08,1.161,125.712,-97.909,51.325,5.902,0.138,6582.851,41.076,336.652,CC1C2C3(C)CC4CC5CC51C423 at 298K,,
25,CC1C2C3C4CCC(C43)C13C(C)C23,174.28700000000015,318.858,260.565,468.277,751.41,18.2214,607.71,1.139,130.955,-153.46,57.017,12.043,0.153,7164.64,41.108,336.051,CC1C2C3C4CCC(C43)C13C(C)C23 at 298K,,
26,CC1CCCC2C(C1)CC1CC12,164.29200000000017,347.175,251.221,494.036,725.868,24.0106,566.94,0.955,114.066,-193.819,54.773,11.514,0.172,6970.601,42.428,337.5,CC1CCCC2C(C1)CC1CC12 at 298K,,
27,CCC1CCCC2CCCC1(C)C2,180.3350000000002,341.959,261.327,508.739,698.687,22.239,656.72,0.871,92.442,-245.09,57.086,10.647,0.207,7798.5,43.245,338.375,CCC1CCCC2CCCC1(C)C2 at 298K,,
28,CCC12C(C)C(C3CC31)C21C2CC21,174.28700000000015,289.757,253.96,455.851,741.115,17.4856,623.23,1.162,141.85,-130.81,57.695,11.696,0.15,7187.29,41.238,336.582,CCC12C(C)C(C3CC31)C21C2CC21 at 298K,,
29,CCC1CC2C3CC3(CC)C2C1C,178.3190000000002,331.124,236.798,488.809,716.263,18.0828,650.27,0.964,97.126,-219.666,58.044,14.584,0.185,7582.094,42.52,337.525,CCC1CC2C3CC3(CC)C2C1C at 298K,,
30,CC1CCC2CC2C(C2CC2)C1,164.29200000000017,341.725,259.056,484.903,733.1,21.8065,565.41,0.961,114.067,-187.921,55.77,11.514,0.171,6976.499,42.464,337.643,CC1CCC2CC2C(C2CC2)C1 at 298K,,
31,CC1CCC2CCC3CC3CC2C1,178.3190000000002,362.271,263.339,515.937,737.616,23.1658,613.34,0.949,123.311,-216.459,58.619,12.517,0.188,7585.301,42.538,337.596,CC1CCC2CCC3CC3CC2C1 at 298K,,
32,CC1C2CC3CC4(C3C)C1CC24,162.27600000000015,312.882,259.826,465.461,733.405,21.545,574.27,1.034,111.856,-164.032,52.211,10.659,0.157,6758.558,41.649,336.637,CC1C2CC3CC4(C3C)C1CC24 at 298K,,
33,CCC12CC3CC(C1)C(C)CC2C3,178.3190000000002,326.987,250.914,498.578,720.554,20.545,633.85,0.964,118.972,-205.754,58.383,12.673,0.185,7596.006,42.598,337.834,CCC12CC3CC(C1)C(C)CC2C3 at 298K,,
34,CCCC1CC(C2C3CC24CC34)C1,176.30300000000017,325.582,263.008,472.214,745.631,17.4565,634.26,1.043,128.604,-163.101,60.453,14.221,0.169,7396.829,41.955,337.341,CCCC1CC(C2C3CC24CC34)C1 at 298K,,
35,CCC12CCC(C)C3CCC1C2C3,178.3190000000002,326.987,250.914,498.578,720.554,20.545,633.85,0.964,118.972,-205.754,58.383,12.673,0.185,7596.006,42.598,337.834,CCC12CCC(C)C3CCC1C2C3 at 298K,,
36,CC1(C)CC2(C)CC3C1C1CC312,162.27600000000015,264.469,267.654,431.899,695.798,20.0174,612.02,1.014,95.94,-152.604,49.219,2.704,0.16,6769.986,41.719,336.92,CC1(C)CC2(C)CC3C1C1CC312 at 298K,,
37,CCCC1C2CC(C)CC3CC3C12,178.3190000000002,362.831,245.145,502.968,733.168,19.3563,639.95,0.943,100.344,-228.572,59.194,16.083,0.189,7573.188,42.47,337.326,CCCC1C2CC(C)CC3CC3C12 at 298K,,
38,CCCC1CCC2CCC2C12CC2,178.3190000000002,330.281,256.406,493.627,718.265,20.5265,647.23,0.949,118.75,-196.313,59.492,13.841,0.188,7605.447,42.651,338.044,CCCC1CCC2CCC2C12CC2 at 298K,,
39,CCC12CCC3CC3C(C)(C1)C2,164.29200000000017,288.194,248.437,464.486,693.45,21.5849,602.96,0.961,110.557,-170.517,53.308,8.271,0.171,6993.903,42.57,338.064,CCC12CCC3CC3C(C)(C1)C2 at 298K,,
40,CCC12CCC13CC2C1(C)CCC13,176.30300000000017,265.308,264.586,458.175,707.624,19.0877,650.19,1.043,132.826,-145.529,56.501,7.916,0.169,7414.401,42.055,337.743,CCC12CCC13CC2C1(C)CCC13 at 298K,,
41,CCCC12CCC1C2C1(C)CC1C,178.3190000000002,296.336,241.809,471.067,692.293,18.0828,663.77,0.939,103.446,-200.353,58.031,11.432,0.19,7601.407,42.628,337.953,CCCC12CCC1C2C1(C)CC1C at 298K,,
42,CCC1C(C)C2CC3CC3CCC12,178.3190000000002,366.408,250.448,506.851,733.714,20.2332,629.76,0.949,101.465,-230.371,58.279,14.428,0.188,7571.389,42.46,337.286,CCC1C(C)C2CC3CC3CCC12 at 298K,,
43,CCC12CCC3(C)C1C1(C)C3C21C,176.30300000000017,244.281,267.38,437.74,689.51,17.3553,678.93,1.019,100.845,-164.538,52.829,3.863,0.173,7395.392,41.947,337.309,CCC12CCC3(C)C1C1(C)C3C21C at 298K,,
44,CC1CC1C12CC1CC1C2C1(C)C,176.30300000000017,306.068,262.84,464.333,715.649,18.5511,642.14,1.002,104.355,-184.891,55.171,7.105,0.176,7375.039,41.832,336.846,CC1CC1C12CC1CC1C2C1(C)C at 298K,,
45,CC(C)C1C2C3CCC4(CC4C3)C12,176.30300000000017,332.06,263.084,476.71,736.005,18.7922,625.87,1.095,125.361,-172.978,58.31,14.3,0.161,7386.952,41.899,337.116,CC(C)C1C2C3CCC4(CC4C3)C12 at 298K,,
46,CCC1CCC23CCC(C)C12CC3,178.3190000000002,288.941,260.481,472.402,688.86,19.7349,654.27,0.949,107.81,-189.743,57.048,10.949,0.188,7612.017,42.688,338.191,CCC1CCC23CCC(C)C12CC3 at 298K,,
