index,smiles,molar_mass,flash_point/K,Tm/K,Tb/K,Tc/K,Pc/bar,Vc/(cm3/mol),density/(g/cm3),delta_G/(KJ/mol),delta_Hf/(KJ/mol),delta_Hvap/(KJ/mol),delta_Hfus/(KJ/mol),molar_volume/(cm3/mol)(default298K),delta_Hc/(KJ/mol),mass_calorific_value_h/(MJ/kg),ISP,note,0.954503907,0.074398343
0,CCC12CC(C)CC1(C)C2C1CC1,178.3190000000002,291.656,262.633,471.739,709.085,17.8103,652.82,0.959,104.568,-199.204,57.236,9.777,0.186,7602.556,42.635,337.981,CCC12CC(C)CC1(C)C2C1CC1 at 298K,,
1,CCC1C2CCCC(C)C(C2)C1C,180.3350000000002,359.473,245.317,510.691,706.041,20.3425,646.18,0.871,76.378,-269.63,57.403,14.55,0.207,7773.96,43.108,337.839,CCC1C2CCCC(C)C(C2)C1C at 298K,,
2,CC1C2C3CCCC4CC4(C)C132,162.27600000000015,279.313,259.245,443.858,706.941,20.6008,588.26,1.04,112.687,-145.538,51.977,7.26,0.156,6777.052,41.763,337.097,CC1C2C3CCCC4CC4(C)C132 at 298K,,
3,CC(C)CC1C2C3CC3C3C1C23,162.27600000000015,344.861,225.852,461.056,742.6,19.2045,580.52,1.047,110.021,-174.268,54.69,13.265,0.155,6748.322,41.585,336.378,CC(C)CC1C2C3CC3C3C1C23 at 298K,,
4,CCCC1CC(CC)C(CC)C1C,182.35100000000023,369.602,216.702,506.315,677.218,17.471,695.67,0.81,36.947,-311.025,58.589,19.143,0.225,7974.395,43.731,338.325,CCCC1CC(CC)C(CC)C1C at 298K,,
5,CC1CC23CC1CC(C2)C(C)C3C,178.3190000000002,311.172,256.801,485.004,704.316,19.7349,635.56,0.939,96.015,-220.034,56.176,11.784,0.19,7581.726,42.518,337.517,CC1CC23CC1CC(C2)C(C)C3C at 298K,,
6,CC(C)CC1C2CC(C)(C)C13CC23,178.3190000000002,304.381,255.271,466.712,703.609,18.4877,680.12,0.919,80.603,-225.867,53.786,8.094,0.194,7575.893,42.485,337.386,CC(C)CC1C2CC(C)(C)C13CC23 at 298K,,
7,CC1CCC2CC(C)(C)CC2C1C,180.3350000000002,342.051,259.36,502.862,692.77,20.9785,658.5,0.843,66.242,-274.728,54.448,8.586,0.214,7768.862,43.08,337.729,CC1CCC2CC(C)(C)CC2C1C at 298K,,
8,CCC1(CC)CC2CCC(C)(C)C21,180.3350000000002,330.324,237.676,497.055,690.004,19.4584,677.29,0.863,84.861,-249.742,56.798,9.632,0.209,7793.848,43.219,338.274,CCC1(CC)CC2CCC(C)(C)C21 at 298K,,
9,CC1CC2(C)CC3CC4(C)C(C13)C24,176.30300000000017,308.198,274.494,475.332,729.253,19.6479,643.67,1.007,104.354,-190.789,53.796,7.105,0.175,7369.141,41.798,336.709,CC1CC2(C)CC3CC4(C)C(C13)C24 at 298K,,
10,CC1CC1C1C2C3C4CC5CC53C412,172.27100000000013,281.608,276.707,432.475,762.718,16.4828,602.02,1.295,159.215,-87.989,58.275,10.181,0.133,6988.281,40.566,336.039,CC1CC1C1C2C3C4CC5CC53C412 at 298K,,
11,CCC1CC23CC1C1C2CCC13C,176.30300000000017,304.729,264.162,467.905,721.719,18.8084,646.1,1.031,115.32,-170.146,56.397,9.67,0.171,7389.784,41.915,337.18,CCC1CC23CC1C1C2CCC13C at 298K,,
12,CC(C)CC1C2CC1C13CC1C23,162.27600000000015,311.064,237.944,446.333,729.29,19.527,593.54,1.04,113.193,-156.903,53.576,11.525,0.156,6765.687,41.692,336.811,CC(C)CC1C2CC1C13CC1C23 at 298K,,
13,CC1CC2C3CCCC2C1CC3C,178.3190000000002,356.088,257.657,509.053,732.043,21.4854,618.32,0.943,108.077,-228.404,57.705,13.02,0.189,7573.356,42.471,337.33,CC1CC2C3CCCC2C1CC3C at 298K,,
14,CC(C)C12CC3C4(CCC(C)C314)C2,176.30300000000017,240.463,266.207,429.969,690.248,18.0675,658.72,1.031,116.674,-154.977,54.515,7.882,0.171,7404.953,42.001,337.526,CC(C)C12CC3C4(CCC(C)C314)C2 at 298K,,
15,CC1C2CC(C)(C)C3CCC2C13,164.29200000000017,338.826,257.242,480.087,716.726,22.2599,596.45,0.913,82.084,-215.778,50.981,7.461,0.18,6948.642,42.294,336.966,CC1C2CC(C)(C)C3CCC2C13 at 298K,,
16,CC1CCC2C13C1CC14CCCC243,174.28700000000015,247.574,275.161,436.983,717.456,19.0545,627.24,1.147,152.533,-100.888,56.699,8.061,0.152,7217.212,41.41,337.284,CC1CCC2C13C1CC14CCCC243 at 298K,,
17,CC1CC23CC4C(C)(C)C1C42C3C,176.30300000000017,266.087,266.942,440.749,693.241,17.6173,660.14,0.99,92.293,-179.47,53.144,5.869,0.178,7380.46,41.862,336.967,CC1CC23CC4C(C)(C)C1C42C3C at 298K,,
18,CC1CC1C(C)C1C2C3CC(C3)C21,176.30300000000017,365.351,248.569,484.721,743.833,17.544,607.11,1.152,125.849,-172.426,61.49,19.328,0.153,7387.504,41.902,337.128,CC1CC1C(C)C1C2C3CC(C3)C21 at 298K,,
19,CC1CC1C1C2CCC34CC3C14C2,174.28700000000015,280.857,277.582,446.841,744.758,17.6912,613.45,1.154,149.362,-115.304,58.311,9.8,0.151,7202.796,41.327,336.945,CC1CC1C1C2CCC34CC3C14C2 at 298K,,
20,CC1CC12C1CCCCC2CC1,164.29200000000017,308.442,256.298,476.491,703.834,23.6856,579.2,0.955,117.238,-173.505,54.158,9.775,0.172,6990.915,42.552,337.993,CC1CC12C1CCCCC2CC1 at 298K,,
21,CC1CC2CCCC2C1,124.2269999999999,301.136,208.591,428.833,656.948,29.3971,439.17,0.875,76.48,-153.213,43.273,8.126,0.142,5341.017,42.994,338.275,CC1CC2CCCC2C1 at 298K,,
22,CC1CC(C)C2(C1)CC1CCC12C,178.3190000000002,287.475,266.285,474.936,689.889,20.0352,651.08,0.934,96.844,-207.437,54.946,8.384,0.191,7594.323,42.588,337.794,CC1CC(C)C2(C1)CC1CCC12C at 298K,,
23,CC(C)CCC12C3CCC1C2C3C,178.3190000000002,310.026,229.291,476.961,714.561,18.1751,657.62,0.949,110.563,-209.75,58.677,14.29,0.188,7592.01,42.575,337.743,CC(C)CCC12C3CCC1C2C3C at 298K,,
24,CC1CC2CCC(C)C3(C)C(C1)C23,178.3190000000002,326.208,261.555,492.589,713.571,20.2877,638.82,0.934,93.672,-227.751,55.562,10.124,0.191,7574.009,42.474,337.342,CC1CC2CCC(C)C3(C)C(C1)C23 at 298K,,
25,CC1CC2CC2C(C)C1C,138.25400000000005,303.866,209.291,439.14,657.571,24.0106,495.53,0.864,55.256,-199.742,45.292,10.135,0.16,5931.828,42.905,337.636,CC1CC2CC2C(C)C1C at 298K,,
26,CC1CCCCC2C3C2C12CC32C,176.30300000000017,294.409,270.73,470.486,719.933,19.9285,634.66,1.025,121.931,-168.178,55.823,8.262,0.172,7391.752,41.926,337.225,CC1CCCCC2C3C2C12CC32C at 298K,,
27,CCC1CC12C1CC(C)C2(C)C1,164.29200000000017,287.635,252.505,451.345,685.294,20.1069,616.88,0.939,80.988,-189.714,51.176,8.79,0.175,6974.706,42.453,337.599,CCC1CC12C1CC(C)C2(C)C1 at 298K,,
28,CC(C)CC12CC1CCC1(C)CC12,178.3190000000002,289.905,246.167,471.049,701.607,19.2549,662.95,0.949,112.514,-198.953,56.532,9.235,0.188,7602.807,42.636,337.985,CC(C)CC12CC1CCC1(C)CC12 at 298K,,
29,CC(C)CC12C3CCC4CC41CC32,176.30300000000017,281.803,246.154,458.074,721.473,18.647,643.27,1.049,139.944,-151.976,58.024,10.773,0.168,7407.954,42.018,337.594,CC(C)CC12C3CCC4CC41CC32 at 298K,,
30,CC12CC1C1C3CC4C3CC1C42,160.26000000000013,324.981,259.098,459.149,753.27,20.7507,559.59,1.161,134.602,-126.593,53.47,8.877,0.138,6554.167,40.897,335.917,CC12CC1C1C3CC4C3CC1C42 at 298K,,
31,CC(C)CC1(C)CC23C4CC2C3C41,176.30300000000017,290.656,245.078,458.074,724.095,17.8854,651.51,1.031,122.367,-171.638,56.495,9.616,0.171,7388.292,41.907,337.148,CC(C)CC1(C)CC23C4CC2C3C41 at 298K,,
32,CCC1CC(C)CCC2CCC2C1,180.3350000000002,365.656,251.498,517.53,712.456,21.8879,641.2,0.875,91.612,-257.686,58.316,14.047,0.206,7785.904,43.175,338.101,CCC1CC(C)CCC2CCC2C1 at 298K,,
33,CC1CCC2CC3(CC3)CC1C2C,178.3190000000002,322.291,267.427,497.02,717.905,21.8675,631.34,0.939,111.248,-211.039,56.591,11.281,0.19,7590.721,42.568,337.715,CC1CCC2CC3(CC3)CC1C2C at 298K,,
34,CC(C)C1C2CCC(C)C3C2CC13,178.3190000000002,368.795,258.618,502.612,736.596,19.6826,630.79,0.985,97.101,-235.499,57.55,16.161,0.181,7566.261,42.431,337.171,CC(C)C1C2CCC(C)C3C2CC13 at 298K,,
35,CC(C)CC1CCC2CC3C1C23,164.29200000000017,344.11,227.097,473.878,722.416,20.7319,591.96,0.95,100.168,-201.583,54.726,12.884,0.173,6962.837,42.381,337.313,CC(C)CC1CCC2CC3C1C23 at 298K,,
36,CC1CC2CCC2(C2CC2C)C1,164.29200000000017,297.323,244.78,463.394,689.106,21.2883,583.41,0.955,102.005,-182.501,53.743,10.278,0.172,6981.919,42.497,337.774,CC1CC2CCC2(C2CC2C)C1 at 298K,,
37,CCCC12CC1CC13CC(C)(C1)C32,176.30300000000017,261.732,259.789,453.429,706.994,18.2836,660.38,1.043,131.705,-143.729,57.416,9.571,0.169,7416.201,42.065,337.783,CCCC12CC1CC13CC(C)(C1)C32 at 298K,,
38,CCC1(C)C2CC(C)CC3CC3C21,178.3190000000002,343.582,247.477,497.522,723.189,19.6653,642.09,0.939,101.395,-225.416,57.233,11.516,0.19,7576.344,42.488,337.398,CCC1(C)C2CC(C)CC3CC3C21 at 298K,,
39,CC(C)C1CC2C(C)C3CC1C23,164.29200000000017,348.763,240.363,474.659,717.936,19.7524,583.62,1.002,87.857,-209.91,54.203,15.159,0.164,6954.51,42.33,337.11,CC(C)C1CC2C(C)C3CC1C23 at 298K,,
40,CC1C2CC3CC24C(C)C42C3C12,160.26000000000013,265.029,253.383,419.439,720.323,18.583,573.56,1.17,124.883,-110.506,52.555,9.301,0.137,6570.254,40.997,336.328,CC1C2CC3CC24C(C)C42C3C12 at 298K,,
41,CC1CCCC23CCC2C2CC23C1,176.30300000000017,285.556,271.631,470.486,717.25,20.8262,626.42,1.037,139.508,-148.517,57.351,9.419,0.17,7411.413,42.038,337.675,CC1CCCC23CCC2C2CC23C1 at 298K,,
42,CC1CC1C1CC2(C)CCCC12C,178.3190000000002,297.06,277.603,473.265,708.208,18.8409,652.81,0.934,94.502,-209.257,55.328,6.724,0.191,7592.503,42.578,337.755,CC1CC1C1CC2(C)CCCC12C at 298K,,
43,CCC12CC1(CC(C)C)C(C)C2C,180.3350000000002,271.384,213.564,465.782,660.975,17.099,684.35,0.888,82.259,-240.103,56.65,12.913,0.203,7803.487,43.272,338.481,CCC12CC1(CC(C)C)C(C)C2C at 298K,,
44,CC1C2C(C)C23CC2(C)CC2C13C,176.30300000000017,258.346,269.036,442.08,693.241,17.6173,660.14,1.007,92.293,-179.47,52.766,5.869,0.175,7380.46,41.862,336.967,CC1C2C(C)C23CC2(C)CC2C13C at 298K,,
45,CC1(C)C2CCCCCCCCC21,180.3350000000002,354.417,270.381,516.781,706.302,24.4144,648.54,0.851,96.71,-250.84,56.275,7.579,0.212,7792.75,43.213,338.25,CC1(C)C2CCCCCCCCC21 at 298K,,
46,CCC12CCC(C)(C)CC3C1C32,164.29200000000017,304.789,244.94,463.272,696.506,20.6381,611.21,0.939,92.98,-190.179,52.157,7.115,0.175,6974.241,42.45,337.587,CCC12CCC(C)(C)CC3C1C32 at 298K,,
47,CCC1CC(C)C2CC2C(C)(C)C1,180.3350000000002,352.371,252.238,500.603,694.842,19.7699,669.94,0.847,59.631,-276.696,55.022,9.993,0.213,7766.894,43.069,337.686,CCC1CC(C)C2CC2C(C)(C)C1 at 298K,,
48,CCCC1(C)C(C)C2CC1C2CC,180.3350000000002,345.521,242.907,504.951,710.279,18.9227,681.67,0.871,68.574,-270.74,56.471,14.701,0.207,7772.85,43.102,337.816,CCCC1(C)C(C)C2CC1C2CC at 298K,,
49,CCC(C)C1CC2C1C(C)C2(C)C,180.3350000000002,346.065,248.94,487.441,689.926,17.7506,678.74,0.88,54.524,-275.926,55.935,12.966,0.205,7767.664,43.074,337.706,CCC(C)C1CC2C1C(C)C2(C)C at 298K,,
50,CC(C)C1CC1C1CC2CC2(C)C1,178.3190000000002,334.711,270.324,479.42,725.302,17.7954,644.01,0.991,97.932,-214.056,57.815,12.762,0.18,7587.704,42.551,337.648,CC(C)C1CC1C1CC2CC2(C)C1 at 298K,,
51,CC1CC2CC3CC2C3(C)C1(C)C,178.3190000000002,319.105,267.752,481.709,702.84,19.7175,662.58,0.905,76.925,-234.817,53.181,5.567,0.197,7566.943,42.435,337.187,CC1CC2CC3CC2C3(C)C1(C)C at 298K,,
52,CC1C2CC3C1C1CCC2C13C,162.27600000000015,318.046,254.273,463.809,728.622,20.8641,576,1.04,109.515,-165.852,52.593,8.999,0.156,6756.738,41.637,336.589,CC1C2CC3C1C1CCC2C13C at 298K,,
53,CC1C2C3CCC4CC(C4C3)C12,162.27600000000015,347.927,250.169,482.253,745.693,22.1141,555.5,1.054,123.919,-166.504,54.737,11.895,0.154,6756.086,41.633,336.572,CC1C2C3CCC4CC(C4C3)C12 at 298K,,
54,CC(C)C1C2CCCC3CCCC321,178.3190000000002,331.309,264.046,488.756,715.03,20.2695,637.3,0.996,115.508,-200.292,58.347,13.919,0.179,7601.468,42.628,337.953,CC(C)C1C2CCCC3CCCC321 at 298K,,
55,CC1C2C3C(C)C3C34CC(C13)C24,160.26000000000013,308.698,253.616,446.845,746.604,19.3563,562.07,1.161,121.71,-133.769,52.673,11.04,0.138,6546.991,40.852,335.732,CC1C2C3C(C)C3C34CC(C13)C24 at 298K,,
56,CC1CC(C)C2(C)CC(C)CC2C1,180.3350000000002,319.273,256.813,496.658,682.359,20.3974,655.24,0.859,68.585,-267.01,54.685,10.246,0.21,7776.58,43.123,337.898,CC1CC(C)C2(C)CC(C)CC2C1 at 298K,,
57,CC1(C)CCC23CC(C2)C3(C)C1,164.29200000000017,271.459,266.485,444.99,669.229,21.645,623.45,0.913,86.087,-179.918,49.634,2.323,0.18,6984.502,42.513,337.838,CC1(C)CCC23CC(C2)C3(C)C1 at 298K,,
58,CC1(C)CC12CCCC1CC12,150.26500000000016,286.244,250.548,437.568,677.291,23.8009,556.55,0.928,91.247,-157.93,47.932,4.216,0.162,6369.15,42.386,337.738,CC1(C)CC12CCCC1CC12 at 298K,,
59,CCC1CC1CC1CCCC(C)C1,180.3350000000002,363.455,219.486,503,699.49,19.527,650.91,0.871,86.481,-245.353,59.921,15.732,0.207,7798.237,43.243,338.368,CCC1CC1CC1CCCC(C)C1 at 298K,,
60,CCCC1C2C3(C)CC(C)(C3)C12C,178.3190000000002,279.374,263.215,457.114,679.129,17.6321,696.47,0.919,72.364,-214.671,53.677,6.891,0.194,7587.089,42.548,337.636,CCCC1C2C3(C)CC(C)(C3)C12C at 298K,,
